# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 25
# walls: 0
# cell dimensions: (7.04102, 7.04102, 7.04102)
# seed: 3
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.00853955
# min_important_energy after initialization: 123

# histogram method: simple flat
# init_iter_limit: 62500000
# iterations: 62500000
# working moves: 743903499
# total moves: 1562500000
# acceptance rate: 0.476098

# energy	samples
60  0
61  3380005
62  1836194
63  1209597
64  858360
65  631936
66  477014
67  367528
68  287938
69  228430
70  183976
71  149871
72  123320
73  102356
74  85966
75  72597
76  61824
77  52841
78  45495
79  39295
80  34279
81  29940
82  26318
83  23222
84  20558
85  18271
86  16245
87  14529
88  13074
89  11743
90  10518
91  9459
92  8580
93  7744
94  7069
95  6423
96  5847
97  5369
98  4892
99  4514
100  4141
101  3811
102  3528
103  3242
104  2950
105  2681
106  2439
107  2212
108  2003
109  1789
110  1616
111  1436
112  1286
113  1138
114  1005
115  888
116  787
117  696
118  609
119  547
120  465
121  391
122  308
123  238
124  147
125  35
