# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 3
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 52900000
# working moves: 576550802
# total moves: 1216700000
# acceptance rate: 0.473864

# energy	samples
55  0
56  2822160
57  1535328
58  1008111
59  712416
60  522308
61  392300
62  301029
63  234944
64  185855
65  149165
66  120996
67  99583
68  82551
69  68865
70  57967
71  49275
72  42052
73  36006
74  31092
75  26985
76  23418
77  20551
78  18058
79  15891
80  14045
81  12478
82  11081
83  9854
84  8767
85  7832
86  6994
87  6296
88  5632
89  5072
90  4607
91  4172
92  3806
93  3442
94  3086
95  2810
96  2550
97  2295
98  2049
99  1787
100  1534
101  1316
102  1113
103  913
104  757
105  646
106  545
107  464
108  375
109  295
110  231
111  196
112  170
113  141
114  122
115  80
116  50
117  1
