# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 11
# walls: 0
# cell dimensions: (4.25448, 4.25448, 8.48528)
# seed: 3
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 44

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N11-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0.0708222
24  0.403359
25  1.00446
26  1.87791
27  3.02122
28  4.41974
29  6.04063
30  7.83387
31  9.74872
32  11.7532
33  13.8437
34  16.0463
35  18.3937
36  20.8828
37  23.5131
38  26.3862
39  29.8461
40  33.6029
41  37.4549
42  41.3745
43  46.3745
44  51.3745
45  56.3745
46  61.3745
47  66.3745
48  71.3745
49  76.3745
50  81.3745
51  86.3745
52  91.3745
53  96.3745
54  101.374
55  106.374
56  111.374
57  116.374
58  121.374
59  126.374
