# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 3
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 66

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N14-tmmc-golden-transitions.dat
# iterations: 19600000
# working moves: 136855809
# total moves: 274400000
# acceptance rate: 0.498746

# min_important_energy: 66

# energy   counts
21  5
22  191
23  1201
24  5852
25  28759
26  107664
27  328364
28  843154
29  1801813
30  3272100
31  5066700
32  6727102
33  7684296
34  7630371
35  7635073
36  7623368
37  7620791
38  7632078
39  7601870
40  7581728
41  7562221
42  7538828
43  7528136
44  7494680
45  7473850
46  7454039
47  7420478
48  7428287
49  7420835
50  7374520
51  7409195
52  7402968
53  7363736
54  7343785
55  7366194
56  7444827
57  7550513
58  7654214
59  7737231
60  7896565
61  7945810
62  7966443
63  8117472
64  8114674
65  8192961
66  5005058
