0.01 -41.0396 -28.4157
0.03 -38.6567 -28.4166
0.05 -37.5061 -28.4158
0.07 -36.7193 -28.4161
0.09 -36.109 -28.4163
0.11 -35.6027 -28.4171
0.13 -35.1645 -28.4166
0.15 -34.7739 -28.4145
0.17 -34.4182 -28.4146
0.19 -34.0889 -28.4149
0.21 -33.7801 -28.4121
0.23 -33.4872 -28.4059
0.25 -33.207 -28.3948
0.27 -32.9369 -28.3838
0.29 -32.6747 -28.3635
0.31 -32.4188 -28.3383
0.33 -32.1678 -28.3087
0.35 -31.9203 -28.268
0.37 -31.6754 -28.2171
0.39 -31.432 -28.1619
0.41 -31.1895 -28.0951
0.43 -30.9469 -28.0169
0.45 -30.7036 -27.9263
0.47 -30.4589 -27.8287
0.49 -30.2122 -27.7192
0.51 -29.9628 -27.5965
0.53 -29.7101 -27.4631
0.55 -29.4536 -27.3197
0.57 -29.1926 -27.1628
0.59 -28.9266 -26.9915
0.61 -28.6548 -26.8098
0.63 -28.3767 -26.6143
0.65 -28.0917 -26.4011
0.67 -27.799 -26.1757
0.69 -27.4979 -25.9389
0.71 -27.1877 -25.6908
0.73 -26.8675 -25.4194
0.75 -26.5367 -25.137
0.77 -26.1941 -24.8394
0.79 -25.839 -24.5207
0.81 -25.4701 -24.1873
0.83 -25.0866 -23.8316
0.85 -24.6871 -23.4492
0.87 -24.2703 -23.0456
0.89 -23.8349 -22.6211
0.91 -23.3793 -22.1786
0.93 -22.9018 -21.7172
0.95 -22.4006 -21.2338
0.97 -21.8738 -20.8153
0.99 -21.3191 -20.368
1.01 -20.734 -19.9121
1.03 -20.116 -19.4528
1.05 -19.4621 -18.9714
1.07 -18.7689 -18.4619
1.09 -18.0329 -17.9348
1.11 -17.2499 -17.3741
1.13 -16.4155 -16.7859
1.15 -15.5245 -16.1784
1.17 -14.5711 -15.4963
1.19 -13.549 -14.7821
1.21 -12.4508 -13.9867
1.23 -11.2682 -13.1344
1.25 -9.99182 -12.1624
1.27 -8.61078 -11.0804
1.29 -7.11273 -9.87383
1.31 -5.48341 -8.50871
1.33 -3.70635 -6.63539
1.35 -1.76238 -3.78179
1.37 0.370833 -2.85368
1.39 2.7195 0.0143125
1.41 5.31451 5.11738
1.43 8.19249 8.70229
1.45 11.3972 12.5111
1.47 14.9809 19.3239
1.49 19.0073 24.6249
1.51 23.5535 29.8437
