0.01 -58.0801 -40.6617
0.03 -54.7941 -40.6627
0.05 -53.2101 -40.6595
0.07 -52.1288 -40.6605
0.09 -51.2916 -40.6598
0.11 -50.5982 -40.6613
0.13 -49.9991 -40.66
0.15 -49.4662 -40.6609
0.17 -48.9819 -40.6593
0.19 -48.5345 -40.6602
0.21 -48.1156 -40.6525
0.23 -47.7193 -40.6487
0.25 -47.341 -40.6376
0.27 -46.977 -40.6212
0.29 -46.6246 -40.6018
0.31 -46.2814 -40.5683
0.33 -45.9455 -40.5295
0.35 -45.6152 -40.4801
0.37 -45.2892 -40.4225
0.39 -44.966 -40.3516
0.41 -44.6448 -40.2674
0.43 -44.3244 -40.1723
0.45 -44.0039 -40.0603
0.47 -43.6824 -39.9387
0.49 -43.3592 -39.8053
0.51 -43.0335 -39.6522
0.53 -42.7044 -39.4932
0.55 -42.3714 -39.3097
0.57 -42.0336 -39.1132
0.59 -41.6903 -38.9008
0.61 -41.3408 -38.6816
0.63 -40.9843 -38.4327
0.65 -40.6202 -38.1766
0.67 -40.2475 -37.9018
0.69 -39.8655 -37.6142
0.71 -39.4734 -37.2943
0.73 -39.0702 -36.9671
0.75 -38.6551 -36.6211
0.77 -38.227 -36.2589
0.79 -37.7849 -35.8563
0.81 -37.3277 -35.4581
0.83 -36.8542 -35.0391
0.85 -36.3632 -34.5659
0.87 -35.8532 -34.0774
0.89 -35.3227 -33.5702
0.91 -34.7704 -33.0321
0.93 -34.1943 -32.4891
0.95 -33.5926 -31.8755
0.97 -32.9634 -31.2542
0.99 -32.3043 -30.5954
1.01 -31.6131 -29.9893
1.03 -30.8871 -29.4222
1.05 -30.1234 -28.7967
1.07 -29.3187 -28.1702
1.09 -28.4698 -27.5241
1.11 -27.5726 -26.8617
1.13 -26.623 -26.1613
1.15 -25.6161 -25.4271
1.17 -24.5468 -24.6656
1.19 -23.4093 -23.8376
1.21 -22.1969 -22.9541
1.23 -20.9023 -22.023
1.25 -19.5174 -20.985
1.27 -18.0329 -19.8609
1.29 -16.4382 -18.658
1.31 -14.7216 -17.3438
1.33 -12.8695 -15.8695
1.35 -10.8666 -14.1796
1.37 -8.69513 -12.2671
1.39 -6.3349 -10.1402
1.41 -3.76248 -7.59465
1.43 -0.950695 -4.69983
1.45 2.13208 -0.695193
1.47 5.52286 3.47618
1.49 9.26523 9.24996
1.51 13.4107 15.3413
