0.01 -34.76 -23.9361
0.03 -32.7161 -23.9379
0.05 -31.7284 -23.9384
0.07 -31.0525 -23.938
0.09 -30.5278 -23.9372
0.11 -30.0921 -23.9381
0.13 -29.7146 -23.9383
0.15 -29.3779 -23.938
0.17 -29.0711 -23.9369
0.19 -28.7867 -23.9359
0.21 -28.5197 -23.9323
0.23 -28.2663 -23.9259
0.25 -28.0236 -23.92
0.27 -27.7893 -23.9074
0.29 -27.5617 -23.8895
0.31 -27.3393 -23.867
0.33 -27.1209 -23.8392
0.35 -26.9053 -23.8021
0.37 -26.6918 -23.7584
0.39 -26.4793 -23.7073
0.41 -26.2673 -23.6442
0.43 -26.0549 -23.5751
0.45 -25.8417 -23.4949
0.47 -25.627 -23.4055
0.49 -25.4101 -23.3075
0.51 -25.1907 -23.1968
0.53 -24.968 -23.0749
0.55 -24.7416 -22.9428
0.57 -24.511 -22.8063
0.59 -24.2755 -22.6499
0.61 -24.0346 -22.487
0.63 -23.7877 -22.3092
0.65 -23.5342 -22.1181
0.67 -23.2734 -21.9235
0.69 -23.0047 -21.7078
0.71 -22.7275 -21.476
0.73 -22.4408 -21.2316
0.75 -22.144 -20.9771
0.77 -21.8361 -20.7066
0.79 -21.5163 -20.4213
0.81 -21.1835 -20.115
0.83 -20.8367 -19.7848
0.85 -20.4747 -19.4443
0.87 -20.0963 -19.0759
0.89 -19.7 -18.6942
0.91 -19.2845 -18.2925
0.93 -18.8479 -17.8863
0.95 -18.3886 -17.5036
0.97 -17.9046 -17.1223
0.99 -17.3935 -16.7247
1.01 -16.8531 -16.3252
1.03 -16.2806 -15.9105
1.05 -15.6731 -15.4729
1.07 -15.0271 -15.0242
1.09 -14.3391 -14.5263
1.11 -13.6047 -14.0353
1.13 -12.8194 -13.476
1.15 -11.9778 -12.8999
1.17 -11.074 -12.2852
1.19 -10.1011 -11.5534
1.21 -9.05148 -10.8304
1.23 -7.91631 -9.98684
1.25 -6.68548 -9.03559
1.27 -5.34734 -7.93693
1.29 -3.88845 -6.7259
1.31 -2.29319 -5.29802
1.33 -0.543334 -3.60808
1.35 1.38246 -1.54357
1.37 3.50936 1.0032
1.39 5.86719 4.56482
1.41 8.49151 8.24835
1.43 11.425 13.4313
1.45 14.7192 17.9552
1.47 18.4369 23.1425
1.49 22.6551 27.9963
1.51 27.4692 33.5367
