0.01 -24.4689 -16.6484
0.03 -22.9907 -16.6487
0.05 -22.2752 -16.6481
0.07 -21.7848 -16.6489
0.09 -21.4034 -16.6475
0.11 -21.0862 -16.6481
0.13 -20.8109 -16.6485
0.15 -20.5649 -16.6484
0.17 -20.3402 -16.648
0.19 -20.1316 -16.6464
0.21 -19.9353 -16.6442
0.23 -19.7486 -16.6396
0.25 -19.5695 -16.633
0.27 -19.3962 -16.6232
0.29 -19.2275 -16.6105
0.31 -19.0622 -16.5913
0.33 -18.8995 -16.5676
0.35 -18.7385 -16.5375
0.37 -18.5787 -16.5033
0.39 -18.4193 -16.46
0.41 -18.2597 -16.4128
0.43 -18.0996 -16.3546
0.45 -17.9383 -16.2922
0.47 -17.7754 -16.2224
0.49 -17.6105 -16.1406
0.51 -17.4431 -16.0555
0.53 -17.2728 -15.957
0.55 -17.0991 -15.8531
0.57 -16.9216 -15.7384
0.59 -16.7397 -15.6167
0.61 -16.5531 -15.4832
0.63 -16.3612 -15.3415
0.65 -16.1635 -15.1914
0.67 -15.9595 -15.0287
0.69 -15.7485 -14.8572
0.71 -15.5299 -14.6721
0.73 -15.3031 -14.4743
0.75 -15.0674 -14.2729
0.77 -14.8219 -14.0524
0.79 -14.5658 -13.8125
0.81 -14.2982 -13.5719
0.83 -14.0182 -13.2986
0.85 -13.7245 -13.0212
0.87 -13.4162 -12.7269
0.89 -13.0917 -12.4199
0.91 -12.7498 -12.1398
0.93 -12.3887 -11.8649
0.95 -12.0069 -11.5746
0.97 -11.6022 -11.2786
0.99 -11.1726 -10.9714
1.01 -10.7155 -10.6494
1.03 -10.2284 -10.314
1.05 -9.70816 -9.95486
1.07 -9.15133 -9.55935
1.09 -8.55405 -9.18049
1.11 -7.91194 -8.7526
1.13 -7.22002 -8.28444
1.15 -6.47259 -7.75821
1.17 -5.66313 -7.20204
1.19 -4.78415 -6.52307
1.21 -3.827 -5.82567
1.23 -2.78165 -5.00182
1.25 -1.63641 -3.93348
1.27 -0.377603 -2.72289
1.29 1.01086 -0.92515
1.31 2.54803 2.09658
1.33 4.25656 3.64379
1.35 6.16361 6.28695
1.37 8.30191 9.45505
1.39 10.7112 12.5519
1.41 13.4403 16.2194
1.43 16.5493 19.8418
1.45 20.1131 23.8561
1.47 24.2264 28.673
1.49 29.0094 34.2833
1.51 34.6174 41.1728
