0.01 -43.1477 -29.9251
0.03 -40.6518 -29.925
0.05 -39.4469 -29.9252
0.07 -38.6232 -29.9253
0.09 -37.9845 -29.9247
0.11 -37.4547 -29.9263
0.13 -36.9962 -29.9255
0.15 -36.5877 -29.9256
0.17 -36.2159 -29.9267
0.19 -35.8717 -29.9224
0.21 -35.549 -29.9204
0.23 -35.2431 -29.9154
0.25 -34.9505 -29.9034
0.27 -34.6685 -29.8905
0.29 -34.3949 -29.8717
0.31 -34.1279 -29.8446
0.33 -33.8661 -29.8142
0.35 -33.6081 -29.7721
0.37 -33.3529 -29.7242
0.39 -33.0994 -29.6641
0.41 -32.8468 -29.592
0.43 -32.5943 -29.5121
0.45 -32.3411 -29.4219
0.47 -32.0866 -29.3214
0.49 -31.83 -29.2069
0.51 -31.5709 -29.0797
0.53 -31.3084 -28.9418
0.55 -31.042 -28.7956
0.57 -30.7711 -28.628
0.59 -30.4951 -28.4556
0.61 -30.2133 -28.2678
0.63 -29.9251 -28.0658
0.65 -29.6298 -27.8514
0.67 -29.3267 -27.6252
0.69 -29.0151 -27.3762
0.71 -28.6942 -27.1143
0.73 -28.3632 -26.8425
0.75 -28.0213 -26.5367
0.77 -27.6676 -26.2422
0.79 -27.3011 -25.9072
0.81 -26.9206 -25.5702
0.83 -26.5252 -25.1944
0.85 -26.1137 -24.8102
0.87 -25.6846 -24.4032
0.89 -25.2366 -23.9698
0.91 -24.7682 -23.5171
0.93 -24.2776 -23.0335
0.95 -23.7631 -22.5172
0.97 -23.2226 -22.0613
0.99 -22.654 -21.6088
1.01 -22.0548 -21.1503
1.03 -21.4223 -20.6629
1.05 -20.7536 -20.1619
1.07 -20.0455 -19.6429
1.09 -19.2943 -19.097
1.11 -18.496 -18.5226
1.13 -17.646 -17.9386
1.15 -16.7394 -17.2906
1.17 -15.7704 -16.5979
1.19 -14.7327 -15.8604
1.21 -13.6192 -15.0752
1.23 -12.4216 -14.1825
1.25 -11.1307 -13.2315
1.27 -9.73591 -12.171
1.29 -8.22521 -10.9644
1.31 -6.5847 -9.58527
1.33 -4.79838 -8.04793
1.35 -2.84769 -6.25093
1.37 -0.71108 -4.09767
1.39 1.63669 -1.48363
1.41 4.22526 1.81649
1.43 7.08966 5.89802
1.45 10.2715 10.8056
1.47 13.8206 16.4864
1.49 17.7968 22.2183
1.51 22.2729 28.5713
