0.01 -18.4281 -12.4111
0.03 -17.2898 -12.4103
0.05 -16.7382 -12.4109
0.07 -16.3595 -12.4097
0.09 -16.0647 -12.4107
0.11 -15.8192 -12.4097
0.13 -15.6058 -12.4102
0.15 -15.4148 -12.41
0.17 -15.2401 -12.4098
0.19 -15.0777 -12.4093
0.21 -14.9246 -12.4076
0.23 -14.7788 -12.4029
0.25 -14.6386 -12.3977
0.27 -14.5028 -12.3897
0.29 -14.3703 -12.3772
0.31 -14.2403 -12.3624
0.33 -14.1121 -12.3415
0.35 -13.985 -12.3184
0.37 -13.8586 -12.2889
0.39 -13.7322 -12.2523
0.41 -13.6055 -12.212
0.43 -13.4781 -12.1657
0.45 -13.3494 -12.1132
0.47 -13.2193 -12.0532
0.49 -13.0872 -11.9842
0.51 -12.9528 -11.9141
0.53 -12.8157 -11.8325
0.55 -12.6756 -11.7487
0.57 -12.532 -11.6555
0.59 -12.3846 -11.5505
0.61 -12.2329 -11.4435
0.63 -12.0766 -11.3241
0.65 -11.915 -11.196
0.67 -11.7478 -11.0597
0.69 -11.5745 -10.9166
0.71 -11.3943 -10.7618
0.73 -11.2069 -10.6006
0.75 -11.0114 -10.4306
0.77 -10.8071 -10.2463
0.79 -10.5934 -10.0434
0.81 -10.3694 -9.83206
0.83 -10.134 -9.61117
0.85 -9.88636 -9.37312
0.87 -9.6253 -9.1433
0.89 -9.34957 -8.93349
0.91 -9.05779 -8.71058
0.93 -8.74844 -8.4808
0.95 -8.41981 -8.24263
0.97 -8.06999 -8.00425
0.99 -7.69684 -7.7412
1.01 -7.29797 -7.47314
1.03 -6.87064 -7.19484
1.05 -6.4118 -6.88898
1.07 -5.91796 -6.56782
1.09 -5.38513 -6.21702
1.11 -4.80879 -5.83433
1.13 -4.1837 -5.40759
1.15 -3.50386 -4.92234
1.17 -2.76229 -4.38523
1.19 -1.95088 -3.77944
1.21 -1.06018 -3.04623
1.23 -0.0790577 -2.14299
1.25 1.00563 -0.997411
1.27 2.2095 0.212362
1.29 3.55121 1.93069
1.31 5.05321 4.33631
1.33 6.74273 6.74477
1.35 8.653 9.44429
1.37 10.825 12.6356
1.39 13.3096 15.531
1.41 16.1708 18.8145
1.43 19.4897 22.5503
1.45 23.3706 27.1712
1.47 27.9492 32.4492
1.49 33.4048 38.7899
1.51 39.9784 46.92
