0.01 -43.1477 -29.9256
0.03 -40.6518 -29.9232
0.05 -39.4469 -29.9244
0.07 -38.6232 -29.9253
0.09 -37.9845 -29.924
0.11 -37.4547 -29.9257
0.13 -36.9962 -29.924
0.15 -36.5877 -29.9232
0.17 -36.2159 -29.924
0.19 -35.8717 -29.923
0.21 -35.549 -29.9182
0.23 -35.2431 -29.9134
0.25 -34.9505 -29.9047
0.27 -34.6685 -29.8895
0.29 -34.3949 -29.8714
0.31 -34.1279 -29.8467
0.33 -33.8661 -29.8128
0.35 -33.6081 -29.7703
0.37 -33.3529 -29.7227
0.39 -33.0994 -29.6603
0.41 -32.8468 -29.5902
0.43 -32.5943 -29.5156
0.45 -32.3411 -29.4228
0.47 -32.0866 -29.3189
0.49 -31.83 -29.2066
0.51 -31.5709 -29.0786
0.53 -31.3084 -28.942
0.55 -31.042 -28.7932
0.57 -30.7711 -28.6297
0.59 -30.4951 -28.4535
0.61 -30.2133 -28.2716
0.63 -29.9251 -28.0708
0.65 -29.6298 -27.8482
0.67 -29.3267 -27.6197
0.69 -29.0151 -27.3736
0.71 -28.6942 -27.1137
0.73 -28.3632 -26.839
0.75 -28.0213 -26.5462
0.77 -27.6676 -26.2418
0.79 -27.3011 -25.899
0.81 -26.9206 -25.5645
0.83 -26.5252 -25.1914
0.85 -26.1137 -24.8096
0.87 -25.6846 -24.3978
0.89 -25.2366 -23.9684
0.91 -24.7682 -23.5058
0.93 -24.2776 -23.0274
0.95 -23.7631 -22.5224
0.97 -23.2226 -22.0621
0.99 -22.654 -21.6062
1.01 -22.0548 -21.14
1.03 -21.4223 -20.6594
1.05 -20.7536 -20.1484
1.07 -20.0455 -19.6415
1.09 -19.2943 -19.0966
1.11 -18.496 -18.5307
1.13 -17.646 -17.9443
1.15 -16.7394 -17.3065
1.17 -15.7704 -16.5944
1.19 -14.7327 -15.8719
1.21 -13.6192 -15.02
1.23 -12.4216 -14.1921
1.25 -11.1307 -13.2262
1.27 -9.73591 -12.1705
1.29 -8.22521 -10.9526
1.31 -6.5847 -9.33419
1.33 -4.79838 -7.67519
1.35 -2.84769 -4.76857
1.37 -0.71108 -2.76518
1.39 1.63669 0.188991
1.41 4.22526 2.97204
1.43 7.08966 8.35163
1.45 10.2715 11.4623
1.47 13.8206 17.3376
1.49 17.7968 22.4211
1.51 22.2729 28.7719
