0.01 -18.4281 -12.41
0.03 -17.2898 -12.4104
0.05 -16.7382 -12.4104
0.07 -16.3595 -12.4102
0.09 -16.0647 -12.4103
0.11 -15.8192 -12.4101
0.13 -15.6058 -12.4112
0.15 -15.4148 -12.4104
0.17 -15.2401 -12.4092
0.19 -15.0777 -12.4083
0.21 -14.9246 -12.4066
0.23 -14.7788 -12.4026
0.25 -14.6386 -12.3973
0.27 -14.5028 -12.3884
0.29 -14.3703 -12.3771
0.31 -14.2403 -12.3612
0.33 -14.1121 -12.3415
0.35 -13.985 -12.3173
0.37 -13.8586 -12.288
0.39 -13.7322 -12.2531
0.41 -13.6055 -12.2115
0.43 -13.4781 -12.1658
0.45 -13.3494 -12.1132
0.47 -13.2193 -12.0527
0.49 -13.0872 -11.986
0.51 -12.9528 -11.9149
0.53 -12.8157 -11.8337
0.55 -12.6756 -11.7466
0.57 -12.532 -11.6532
0.59 -12.3846 -11.5508
0.61 -12.2329 -11.4422
0.63 -12.0766 -11.3255
0.65 -11.915 -11.1974
0.67 -11.7478 -11.0579
0.69 -11.5745 -10.916
0.71 -11.3943 -10.7635
0.73 -11.2069 -10.6018
0.75 -11.0114 -10.4258
0.77 -10.8071 -10.2388
0.79 -10.5934 -10.045
0.81 -10.3694 -9.83095
0.83 -10.134 -9.60871
0.85 -9.88636 -9.3691
0.87 -9.6253 -9.14246
0.89 -9.34957 -8.93211
0.91 -9.05779 -8.70442
0.93 -8.74844 -8.4786
0.95 -8.41981 -8.24703
0.97 -8.06999 -8.00242
0.99 -7.69684 -7.73715
1.01 -7.29797 -7.47414
1.03 -6.87064 -7.1952
1.05 -6.4118 -6.8923
1.07 -5.91796 -6.56941
1.09 -5.38513 -6.21235
1.11 -4.80879 -5.81995
1.13 -4.1837 -5.35072
1.15 -3.50386 -4.92537
1.17 -2.76229 -4.39597
1.19 -1.95088 -3.777
1.21 -1.06018 -3.05338
1.23 -0.0790577 -2.1716
1.25 1.00563 -0.752754
1.27 2.2095 1.30493
1.29 3.55121 3.12929
1.31 5.05321 4.91961
1.33 6.74273 7.38083
1.35 8.653 9.55603
1.37 10.825 12.6947
1.39 13.3096 15.6035
1.41 16.1708 18.8782
1.43 19.4897 22.5891
1.45 23.3706 27.1344
1.47 27.9492 32.4242
1.49 33.4048 38.9963
1.51 39.9784 46.9538
