0.01 -24.4689 -16.6502
0.03 -22.9907 -16.6487
0.05 -22.2752 -16.6484
0.07 -21.7848 -16.6486
0.09 -21.4034 -16.6492
0.11 -21.0862 -16.649
0.13 -20.8109 -16.6487
0.15 -20.5649 -16.6483
0.17 -20.3402 -16.6481
0.19 -20.1316 -16.6465
0.21 -19.9353 -16.6449
0.23 -19.7486 -16.6394
0.25 -19.5695 -16.6334
0.27 -19.3962 -16.6232
0.29 -19.2275 -16.6089
0.31 -19.0622 -16.5916
0.33 -18.8995 -16.5677
0.35 -18.7385 -16.54
0.37 -18.5787 -16.5026
0.39 -18.4193 -16.4615
0.41 -18.2597 -16.4119
0.43 -18.0996 -16.3561
0.45 -17.9383 -16.2924
0.47 -17.7754 -16.2198
0.49 -17.6105 -16.1399
0.51 -17.4431 -16.0534
0.53 -17.2728 -15.9589
0.55 -17.0991 -15.8512
0.57 -16.9216 -15.7414
0.59 -16.7397 -15.6159
0.61 -16.5531 -15.4823
0.63 -16.3612 -15.345
0.65 -16.1635 -15.1939
0.67 -15.9595 -15.0305
0.69 -15.7485 -14.8548
0.71 -15.5299 -14.6791
0.73 -15.3031 -14.478
0.75 -15.0674 -14.2723
0.77 -14.8219 -14.0496
0.79 -14.5658 -13.8218
0.81 -14.2982 -13.5661
0.83 -14.0182 -13.3044
0.85 -13.7245 -13.0186
0.87 -13.4162 -12.7155
0.89 -13.0917 -12.4203
0.91 -12.7498 -12.1459
0.93 -12.3887 -11.8575
0.95 -12.0069 -11.5763
0.97 -11.6022 -11.2794
0.99 -11.1726 -10.9739
1.01 -10.7155 -10.6418
1.03 -10.2284 -10.3109
1.05 -9.70816 -9.9595
1.07 -9.15133 -9.58918
1.09 -8.55405 -9.17793
1.11 -7.91194 -8.74959
1.13 -7.22002 -8.27086
1.15 -6.47259 -7.76672
1.17 -5.66313 -7.19758
1.19 -4.78415 -6.55401
1.21 -3.827 -5.81631
1.23 -2.78165 -5.00159
1.25 -1.63641 -4.04299
1.27 -0.377603 -2.88349
1.29 1.01086 -1.48178
1.31 2.54803 0.303675
1.33 4.25656 2.5293
1.35 6.16361 5.38365
1.37 8.30191 8.62663
1.39 10.7112 12.0545
1.41 13.4403 16.1979
1.43 16.5493 19.8383
1.45 20.1131 23.8856
1.47 24.2264 28.7385
1.49 29.0094 34.3906
1.51 34.6174 41.1314
