# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 14
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 85

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N17-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0.0720406
43  0.258617
44  0.555954
45  0.960631
46  1.46935
47  2.07895
48  2.78621
49  3.58804
50  4.48171
51  5.46433
52  6.5334
53  7.68619
54  8.92061
55  10.2344
56  11.6262
57  13.0947
58  14.639
59  16.2591
60  17.9561
61  19.7317
62  21.5881
63  23.5298
64  25.5613
65  27.688
66  29.9175
67  32.2577
68  34.7173
69  37.3068
70  40.0372
71  42.9222
72  45.9717
73  49.2
74  52.5992
75  56.1371
76  59.7488
77  63.3785
78  67.1325
79  71.2762
80  76.2762
81  81.2762
82  86.2762
83  91.2762
84  96.2762
85  101.276
86  106.276
87  111.276
88  116.276
89  121.276
90  126.276
91  131.276
92  136.276
93  141.276
94  146.276
95  151.276
