# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 14
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 52900000
# working moves: 575441036
# total moves: 1216700000
# acceptance rate: 0.472952

# energy	samples
55  0
56  2861032
57  1555531
58  1021138
59  721404
60  527711
61  396464
62  304126
63  237084
64  187803
65  150693
66  122512
67  100700
68  83394
69  69675
70  58560
71  49387
72  41981
73  35913
74  30860
75  26801
76  23335
77  20481
78  17885
79  15707
80  13830
81  12218
82  10853
83  9601
84  8545
85  7686
86  6853
87  6172
88  5552
89  5000
90  4506
91  4052
92  3653
93  3313
94  2985
95  2670
96  2411
97  2186
98  1952
99  1701
100  1462
101  1277
102  1060
103  887
104  724
105  610
106  524
107  443
108  369
109  304
110  244
111  194
112  161
113  119
114  102
115  76
116  66
117  1
