# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 14
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 110

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N22-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0
53  0
54  0.0981191
55  0.286324
56  0.562352
57  0.924396
58  1.37008
59  1.89749
60  2.50445
61  3.18877
62  3.94819
63  4.78058
64  5.68358
65  6.65525
66  7.69342
67  8.79581
68  9.9604
69  11.1849
70  12.4675
71  13.8059
72  15.1986
73  16.6436
74  18.1392
75  19.6838
76  21.2762
77  22.9152
78  24.6
79  26.33
80  28.1049
81  29.9244
82  31.7887
83  33.6983
84  35.6536
85  37.6552
86  39.7038
87  41.7999
88  43.9418
89  46.1276
90  48.3534
91  50.6146
92  52.9028
93  55.211
94  57.5371
95  59.8838
96  62.2628
97  64.6971
98  67.2044
99  69.811
100  72.536
101  75.388
102  78.3802
103  81.4998
104  84.7325
105  88.1263
106  91.7306
107  95.6508
108  100.046
109  105.046
110  110.046
111  115.046
112  120.046
113  125.046
114  130.046
115  135.046
116  140.046
117  145.046
118  150.046
119  155.046
120  160.046
121  165.046
122  170.046
123  175.046
124  180.046
125  185.046
126  190.046
127  195.046
128  200.046
129  205.046
130  210.046
131  215.046
