# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 14
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 95

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N19-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  -0.00785856
47  0.0907293
48  0.292933
49  0.595979
50  0.997268
51  1.49401
52  2.08352
53  2.76322
54  3.53049
55  4.38299
56  5.31817
57  6.33363
58  7.42689
59  8.59599
60  9.8386
61  11.1528
62  12.5366
63  13.9887
64  15.5077
65  17.093
66  18.7442
67  20.4614
68  22.2454
69  24.0973
70  26.0194
71  28.0134
72  30.0825
73  32.229
74  34.4552
75  36.7647
76  39.1572
77  41.6348
78  44.1946
79  46.8325
80  49.5444
81  52.3319
82  55.196
83  58.1433
84  61.1875
85  64.3246
86  67.5517
87  70.8661
88  74.5187
89  79.5187
90  84.5187
91  89.5187
92  94.5187
93  99.5187
94  104.519
95  109.519
96  114.519
97  119.519
98  124.519
99  129.519
100  134.519
101  139.519
102  144.519
103  149.519
104  154.519
105  159.519
106  164.519
107  169.519
