# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 13
# walls: 0
# cell dimensions: (5.662, 5.662, 5.662)
# seed: 20
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.00933739
# min_important_energy after initialization: 58

# histogram method: simple flat
# init_iter_limit: 16900000
# iterations: 16900000
# working moves: 116912309
# total moves: 219700000
# acceptance rate: 0.532145

# min_important_energy: 58

# energy   counts
19  4
20  163
21  1675
22  9744
23  44072
24  162481
25  481518
26  1173904
27  2387347
28  4073868
29  5899014
30  7240001
31  7634613
32  7608381
33  7598239
34  7576520
35  7540429
36  7520800
37  7488904
38  7463064
39  7452886
40  7448724
41  7415664
42  7382551
43  7345537
44  7319235
45  7320115
46  7370218
47  7410927
48  7385440
49  7397023
50  7418440
51  7411341
52  7355210
53  7277789
54  6952552
55  6341521
56  5414152
57  4542214
58  3833720
