# version: 0.0.0-2137-g5e1c525e-dirty
# seed: 0
# well_width: 1.3
# ff: 0.3
# N: 500
# walls: 0
# cell dimensions: (19.1123, 19.1123, 19.1123)
# translation_scale: 0.1
# energy_levels: 4501
# min_T: 0.5
# max_entropy_state: 1199
# min_important_energy: 1753
# too_high_energy: 1183
# too_low_energy: 1753

# WL Factor: 0.00177682
# iterations: 264000
# working moves: 93083337
# total moves: 132000000
# acceptance rate: 0.705177

# converged state: 1364
# converged temperature: 1.69267

# energy	lndos	ps	lndos_tm
0	-83.9223	0	-11.9562
1	-83.9223	0	-11.9562
2	-83.9223	0	-11.9562
3	-83.9223	0	-11.9562
4	-83.9223	0	-11.9562
5	-83.9223	0	-11.9562
6	-83.9223	0	-11.9562
7	-83.9223	0	-11.9562
8	-83.9223	0	-11.9562
9	-83.9223	0	-11.9562
10	-83.9223	0	-11.9562
11	-83.9223	0	-11.9562
12	-83.9223	0	-11.9562
13	-83.9223	0	-11.9562
14	-83.9223	0	-11.9562
15	-83.9223	0	-11.9562
16	-83.9223	0	-11.9562
17	-83.9223	0	-11.9562
18	-83.9223	0	-11.9562
19	-83.9223	0	-11.9562
20	-83.9223	0	-11.9562
21	-83.9223	0	-11.9562
22	-83.9223	0	-11.9562
23	-83.9223	0	-11.9562
24	-83.9223	0	-11.9562
25	-83.9223	0	-11.9562
26	-83.9223	0	-11.9562
27	-83.9223	0	-11.9562
28	-83.9223	0	-11.9562
29	-83.9223	0	-11.9562
30	-83.9223	0	-11.9562
31	-83.9223	0	-11.9562
32	-83.9223	0	-11.9562
33	-83.9223	0	-11.9562
34	-83.9223	0	-11.9562
35	-83.9223	0	-11.9562
36	-83.9223	0	-11.9562
37	-83.9223	0	-11.9562
38	-83.9223	0	-11.9562
39	-83.9223	0	-11.9562
40	-83.9223	0	-11.9562
41	-83.9223	0	-11.9562
42	-83.9223	0	-11.9562
43	-83.9223	0	-11.9562
44	-83.9223	0	-11.9562
45	-83.9223	0	-11.9562
46	-83.9223	0	-11.9562
47	-83.9223	0	-11.9562
48	-83.9223	0	-11.9562
49	-83.9223	0	-11.9562
50	-83.9223	0	-11.9562
51	-83.9223	0	-11.9562
52	-83.9223	0	-11.9562
53	-83.9223	0	-11.9562
54	-83.9223	0	-11.9562
55	-83.9223	0	-11.9562
56	-83.9223	0	-11.9562
57	-83.9223	0	-11.9562
58	-83.9223	0	-11.9562
59	-83.9223	0	-11.9562
60	-83.9223	0	-11.9562
61	-83.9223	0	-11.9562
62	-83.9223	0	-11.9562
63	-83.9223	0	-11.9562
64	-83.9223	0	-11.9562
65	-83.9223	0	-11.9562
66	-83.9223	0	-11.9562
67	-83.9223	0	-11.9562
68	-83.9223	0	-11.9562
69	-83.9223	0	-11.9562
70	-83.9223	0	-11.9562
71	-83.9223	0	-11.9562
72	-83.9223	0	-11.9562
73	-83.9223	0	-11.9562
74	-83.9223	0	-11.9562
75	-83.9223	0	-11.9562
76	-83.9223	0	-11.9562
77	-83.9223	0	-11.9562
78	-83.9223	0	-11.9562
79	-83.9223	0	-11.9562
80	-83.9223	0	-11.9562
81	-83.9223	0	-11.9562
82	-83.9223	0	-11.9562
83	-83.9223	0	-11.9562
84	-83.9223	0	-11.9562
85	-83.9223	0	-11.9562
86	-83.9223	0	-11.9562
87	-83.9223	0	-11.9562
88	-83.9223	0	-11.9562
89	-83.9223	0	-11.9562
90	-83.9223	0	-11.9562
91	-83.9223	0	-11.9562
92	-83.9223	0	-11.9562
93	-83.9223	0	-11.9562
94	-83.9223	0	-11.9562
95	-83.9223	0	-11.9562
96	-83.9223	0	-11.9562
97	-83.9223	0	-11.9562
98	-83.9223	0	-11.9562
99	-83.9223	0	-11.9562
100	-83.9223	0	-11.9562
101	-83.9223	0	-11.9562
102	-83.9223	0	-11.9562
103	-83.9223	0	-11.9562
104	-83.9223	0	-11.9562
105	-83.9223	0	-11.9562
106	-83.9223	0	-11.9562
107	-83.9223	0	-11.9562
108	-83.9223	0	-11.9562
109	-83.9223	0	-11.9562
110	-83.9223	0	-11.9562
111	-83.9223	0	-11.9562
112	-83.9223	0	-11.9562
113	-83.9223	0	-11.9562
114	-83.9223	0	-11.9562
115	-83.9223	0	-11.9562
116	-83.9223	0	-11.9562
117	-83.9223	0	-11.9562
118	-83.9223	0	-11.9562
119	-83.9223	0	-11.9562
120	-83.9223	0	-11.9562
121	-83.9223	0	-11.9562
122	-83.9223	0	-11.9562
123	-83.9223	0	-11.9562
124	-83.9223	0	-11.9562
125	-83.9223	0	-11.9562
126	-83.9223	0	-11.9562
127	-83.9223	0	-11.9562
128	-83.9223	0	-11.9562
129	-83.9223	0	-11.9562
130	-83.9223	0	-11.9562
131	-83.9223	0	-11.9562
132	-83.9223	0	-11.9562
133	-83.9223	0	-11.9562
134	-83.9223	0	-11.9562
135	-83.9223	0	-11.9562
136	-83.9223	0	-11.9562
137	-83.9223	0	-11.9562
138	-83.9223	0	-11.9562
139	-83.9223	0	-11.9562
140	-83.9223	0	-11.9562
141	-83.9223	0	-11.9562
142	-83.9223	0	-11.9562
143	-83.9223	0	-11.9562
144	-83.9223	0	-11.9562
145	-83.9223	0	-11.9562
146	-83.9223	0	-11.9562
147	-83.9223	0	-11.9562
148	-83.9223	0	-11.9562
149	-83.9223	0	-11.9562
150	-83.9223	0	-11.9562
151	-83.9223	0	-11.9562
152	-83.9223	0	-11.9562
153	-83.9223	0	-11.9562
154	-83.9223	0	-11.9562
155	-83.9223	0	-11.9562
156	-83.9223	0	-11.9562
157	-83.9223	0	-11.9562
158	-83.9223	0	-11.9562
159	-83.9223	0	-11.9562
160	-83.9223	0	-11.9562
161	-83.9223	0	-11.9562
162	-83.9223	0	-11.9562
163	-83.9223	0	-11.9562
164	-83.9223	0	-11.9562
165	-83.9223	0	-11.9562
166	-83.9223	0	-11.9562
167	-83.9223	0	-11.9562
168	-83.9223	0	-11.9562
169	-83.9223	0	-11.9562
170	-83.9223	0	-11.9562
171	-83.9223	0	-11.9562
172	-83.9223	0	-11.9562
173	-83.9223	0	-11.9562
174	-83.9223	0	-11.9562
175	-83.9223	0	-11.9562
176	-83.9223	0	-11.9562
177	-83.9223	0	-11.9562
178	-83.9223	0	-11.9562
179	-83.9223	0	-11.9562
180	-83.9223	0	-11.9562
181	-83.9223	0	-11.9562
182	-83.9223	0	-11.9562
183	-83.9223	0	-11.9562
184	-83.9223	0	-11.9562
185	-83.9223	0	-11.9562
186	-83.9223	0	-11.9562
187	-83.9223	0	-11.9562
188	-83.9223	0	-11.9562
189	-83.9223	0	-11.9562
190	-83.9223	0	-11.9562
191	-83.9223	0	-11.9562
192	-83.9223	0	-11.9562
193	-83.9223	0	-11.9562
194	-83.9223	0	-11.9562
195	-83.9223	0	-11.9562
196	-83.9223	0	-11.9562
197	-83.9223	0	-11.9562
198	-83.9223	0	-11.9562
199	-83.9223	0	-11.9562
200	-83.9223	0	-11.9562
201	-83.9223	0	-11.9562
202	-83.9223	0	-11.9562
203	-83.9223	0	-11.9562
204	-83.9223	0	-11.9562
205	-83.9223	0	-11.9562
206	-83.9223	0	-11.9562
207	-83.9223	0	-11.9562
208	-83.9223	0	-11.9562
209	-83.9223	0	-11.9562
210	-83.9223	0	-11.9562
211	-83.9223	0	-11.9562
212	-83.9223	0	-11.9562
213	-83.9223	0	-11.9562
214	-83.9223	0	-11.9562
215	-83.9223	0	-11.9562
216	-83.9223	0	-11.9562
217	-83.9223	0	-11.9562
218	-83.9223	0	-11.9562
219	-83.9223	0	-11.9562
220	-83.9223	0	-11.9562
221	-83.9223	0	-11.9562
222	-83.9223	0	-11.9562
223	-83.9223	0	-11.9562
224	-83.9223	0	-11.9562
225	-83.9223	0	-11.9562
226	-83.9223	0	-11.9562
227	-83.9223	0	-11.9562
228	-83.9223	0	-11.9562
229	-83.9223	0	-11.9562
230	-83.9223	0	-11.9562
231	-83.9223	0	-11.9562
232	-83.9223	0	-11.9562
233	-83.9223	0	-11.9562
234	-83.9223	0	-11.9562
235	-83.9223	0	-11.9562
236	-83.9223	0	-11.9562
237	-83.9223	0	-11.9562
238	-83.9223	0	-11.9562
239	-83.9223	0	-11.9562
240	-83.9223	0	-11.9562
241	-83.9223	0	-11.9562
242	-83.9223	0	-11.9562
243	-83.9223	0	-11.9562
244	-83.9223	0	-11.9562
245	-83.9223	0	-11.9562
246	-83.9223	0	-11.9562
247	-83.9223	0	-11.9562
248	-83.9223	0	-11.9562
249	-83.9223	0	-11.9562
250	-83.9223	0	-11.9562
251	-83.9223	0	-11.9562
252	-83.9223	0	-11.9562
253	-83.9223	0	-11.9562
254	-83.9223	0	-11.9562
255	-83.9223	0	-11.9562
256	-83.9223	0	-11.9562
257	-83.9223	0	-11.9562
258	-83.9223	0	-11.9562
259	-83.9223	0	-11.9562
260	-83.9223	0	-11.9562
261	-83.9223	0	-11.9562
262	-83.9223	0	-11.9562
263	-83.9223	0	-11.9562
264	-83.9223	0	-11.9562
265	-83.9223	0	-11.9562
266	-83.9223	0	-11.9562
267	-83.9223	0	-11.9562
268	-83.9223	0	-11.9562
269	-83.9223	0	-11.9562
270	-83.9223	0	-11.9562
271	-83.9223	0	-11.9562
272	-83.9223	0	-11.9562
273	-83.9223	0	-11.9562
274	-83.9223	0	-11.9562
275	-83.9223	0	-11.9562
276	-83.9223	0	-11.9562
277	-83.9223	0	-11.9562
278	-83.9223	0	-11.9562
279	-83.9223	0	-11.9562
280	-83.9223	0	-11.9562
281	-83.9223	0	-11.9562
282	-83.9223	0	-11.9562
283	-83.9223	0	-11.9562
284	-83.9223	0	-11.9562
285	-83.9223	0	-11.9562
