0	0	-nan	-nan	-nan	inf	-nan	inf	-nan	inf	0	0.0852291
0.05	0	-nan	-nan	-nan	inf	-nan	inf	-nan	inf	0	0.0852291
0.15	0	-nan	-nan	-nan	-nan	-nan	inf	-nan	inf	0	0.0820708
0.25	0	-nan	inf	-nan	inf	-nan	inf	-nan	inf	0	0.0789719
0.35	0	-nan	inf	-nan	inf	-nan	inf	-nan	inf	0	0.0760735
0.45	0	-nan	-nan	-nan	inf	-nan	inf	-nan	inf	0	0.0734092
0.55	0	-nan	inf	-nan	inf	-nan	inf	-nan	inf	0	0.0710149
0.65	0	-nan	inf	-nan	inf	-nan	inf	-nan	inf	0	0.0688734
0.75	0	-nan	inf	-nan	inf	-nan	inf	-nan	inf	0	0.0669818
0.85	0	-nan	inf	-nan	inf	-nan	inf	-nan	inf	0	0.0653179
0.95	0	-nan	inf	-nan	inf	-nan	inf	-nan	inf	0	0.0638392
1.05	0	-nan	0.847281	-nan	0.573315	-nan	0.455818	-nan	0.415602	0.00827342	0.0625464
1.15	0	-nan	0.146103	-nan	0.173167	-nan	0.15327	-nan	0.159443	0.02154	0.0614223
1.25	0	-nan	0.126099	-nan	0.13085	-nan	0.118786	-nan	0.100065	0.0316886	0.0604811
1.35	0	-nan	0.0454077	-nan	0.0850022	-nan	0.0738242	-nan	0.0770061	0.0395224	0.0597398
1.45	0	-nan	0.0402979	-nan	0.0632115	-nan	0.0591537	-nan	0.0607118	0.0456246	0.0592052
1.55	0	-nan	0.049073	-nan	0.0510155	-nan	0.0539318	-nan	0.0493678	0.0504452	0.0588478
1.65	0	-nan	0.0583352	-nan	0.0386065	-nan	0.0472291	-nan	0.0426439	0.0543016	0.0586957
1.75	0	-nan	0.0710003	-nan	0.0567775	-nan	0.0565802	-nan	0.0595391	0.0574435	0.0587475
1.85	0	-nan	0.102746	-nan	0.096051	-nan	0.101497	-nan	0.116265	0.0600468	0.058991
1.95	0	-nan	0.157124	-nan	0.157815	-nan	0.150076	-nan	0.154882	0.0622227	0.0594265
2.05	0.164159	0.13774	0.17116	0.139107	0.180584	0.134902	0.17255	0.142276	0.166131	0.0640889	0.0600221
2.15	0.143834	0.14829	0.183073	0.145459	0.174779	0.141565	0.177333	0.144048	0.176978	0.0657216	0.0607609
2.25	0.12682	0.147779	0.185308	0.144246	0.180166	0.146419	0.17894	0.148155	0.188211	0.0672129	0.0615756
2.35	0.11289	0.167694	0.182802	0.152557	0.183043	0.149907	0.182089	0.15013	0.190559	0.0686468	0.0624332
2.45	0.101078	0.148784	0.210683	0.15529	0.189963	0.153156	0.189868	0.151495	0.189948	0.0700875	0.0633125
2.55	0.0918418	0.173569	0.148322	0.163294	0.186351	0.162043	0.183192	0.153512	0.195519	0.071547	0.0641749
2.65	0.0843774	0.132018	0.192948	0.156903	0.212216	0.15868	0.207884	0.158014	0.199243	0.0730982	0.0650139
2.75	0.0779151	0.156485	0.22986	0.162326	0.219358	0.160581	0.210052	0.159762	0.203314	0.074774	0.065816
2.85	0.0727893	0.155706	0.237154	0.162885	0.22253	0.16489	0.210763	0.164013	0.206605	0.0765884	0.0665893
2.95	0.0688897	0.166952	0.19707	0.171597	0.203079	0.168214	0.206455	0.164043	0.207021	0.0785667	0.0673271
