2	0	0.177216	1.18969	0.169231	1.17862	0.159743	1.15842	0.149574	1.1337	0.016694
2.01333	0.209783	0.177216	1.18969	0.169231	1.17862	0.159743	1.15842	0.149574	1.1337	0.016694
2.04	0.199301	0.165479	0.19359	0.172239	0.185991	0.161162	0.173257	0.150006	0.160566	0.0158599
2.06667	0.19032	0.16866	0.160522	0.17424	0.173463	0.160612	0.177422	0.149681	0.165366	0.0151452
2.09333	0.182895	0.169845	0.22699	0.169069	0.207059	0.160528	0.188236	0.150157	0.17211	0.0145543
2.12	0.174562	0.173792	0.193322	0.173338	0.201567	0.163374	0.184484	0.1516	0.169714	0.0138912
2.14667	0.16807	0.17469	0.188861	0.169138	0.198241	0.162566	0.182085	0.151239	0.169223	0.0133746
2.17333	0.16008	0.164828	0.185462	0.177523	0.203974	0.166138	0.188409	0.153537	0.173377	0.0127388
2.2	0.154468	0.173132	0.19115	0.175198	0.208554	0.165971	0.191992	0.153143	0.175811	0.0122921
2.22667	0.1497	0.199393	0.183528	0.179132	0.205301	0.166527	0.192758	0.154315	0.176059	0.0119127
2.25333	0.141209	0.176338	0.197649	0.178229	0.202477	0.165881	0.190904	0.153807	0.175782	0.0112371
2.28	0.136986	0.186619	0.198709	0.179242	0.210954	0.167596	0.196484	0.15524	0.178882	0.010901
2.30667	0.132281	0.183691	0.21789	0.179277	0.21915	0.169929	0.201831	0.156219	0.182686	0.0105266
2.33333	0.126684	0.183309	0.256673	0.175333	0.215872	0.167403	0.197167	0.155278	0.180013	0.0100812
2.36	0.122151	0.175238	0.20715	0.17795	0.222006	0.168422	0.197388	0.155824	0.181351	0.0097205
2.38667	0.120678	0.180431	0.223649	0.184319	0.213624	0.171166	0.198932	0.157536	0.180497	0.00960325
2.41333	0.114759	0.179048	0.247001	0.181112	0.216965	0.171157	0.201938	0.158407	0.182322	0.00913221
2.44	0.111816	0.187553	0.206533	0.184511	0.210774	0.17062	0.196916	0.157439	0.180458	0.00889803
2.46667	0.106469	0.189488	0.230121	0.182139	0.21493	0.171345	0.201647	0.158821	0.184375	0.00847255
2.49333	0.104518	0.192157	0.232871	0.186084	0.218781	0.17378	0.199184	0.160388	0.182608	0.00831725
2.52	0.101134	0.195926	0.220945	0.189421	0.220184	0.173865	0.206421	0.160398	0.185553	0.00804799
2.54667	0.0978872	0.187913	0.218187	0.181154	0.225495	0.172978	0.204252	0.159794	0.185096	0.00778962
2.57333	0.0949865	0.19348	0.213682	0.187643	0.2203	0.174309	0.205919	0.160383	0.185784	0.00755879
2.6	0.0924688	0.1733	0.233922	0.185626	0.230847	0.174797	0.210144	0.162184	0.189328	0.00735843
2.62667	0.0907893	0.205082	0.246942	0.189223	0.233386	0.177729	0.209932	0.163203	0.189579	0.00722478
2.65333	0.087104	0.175427	0.238707	0.184239	0.232177	0.17429	0.20955	0.162381	0.188692	0.00693152
2.68	0.0856161	0.186792	0.229714	0.189783	0.226829	0.176049	0.208041	0.163604	0.188611	0.00681311
2.70667	0.0837341	0.190307	0.235604	0.192331	0.224592	0.180083	0.209648	0.165016	0.19017	0.00666335
2.73333	0.0823541	0.19328	0.242041	0.187631	0.224666	0.178838	0.215019	0.164861	0.193932	0.00655353
2.76	0.0816974	0.204969	0.233262	0.197704	0.234636	0.180905	0.213081	0.166166	0.192909	0.00650127
2.78667	0.0784552	0.203455	0.208453	0.189745	0.235493	0.177372	0.216223	0.164904	0.195567	0.00624326
2.81333	0.0772586	0.193986	0.260292	0.192092	0.229565	0.179532	0.217317	0.165709	0.196132	0.00614804
2.84	0.075524	0.213847	0.228574	0.196327	0.238458	0.181952	0.218946	0.167752	0.198159	0.00601001
2.86667	0.0744833	0.193551	0.23856	0.202512	0.2366	0.183839	0.218574	0.1683	0.198619	0.00592719
2.89333	0.074464	0.194267	0.237027	0.201391	0.237614	0.183651	0.220515	0.169075	0.198322	0.00592566
2.92	0.0717182	0.193615	0.24603	0.195986	0.237564	0.182799	0.219338	0.169155	0.198898	0.00570715
2.94667	0.0715143	0.193572	0.244333	0.191613	0.236401	0.18273	0.220987	0.1687	0.199768	0.00569093
2.97333	0.0706358	0.202946	0.228327	0.197363	0.241234	0.185027	0.221951	0.169618	0.199625	0.00562102
3	0.0686742	0.203711	0.241611	0.197734	0.236557	0.181727	0.217809	0.169303	0.199935	0.00546492
3.02667	0.0691735	0.200471	0.23779	0.198267	0.23968	0.185641	0.220867	0.171115	0.203291	0.00550465
3.05333	0.0683541	0.204887	0.231333	0.205508	0.230704	0.186468	0.221813	0.172358	0.204911	0.00543944
3.08	0.0676673	0.205622	0.234201	0.203145	0.234254	0.187405	0.217481	0.171777	0.204182	0.00538479
3.10667	0.0675774	0.204794	0.225265	0.20125	0.227967	0.187501	0.214961	0.173165	0.201568	0.00537764
3.13333	0.0658646	0.180536	0.224616	0.203894	0.229222	0.189313	0.212596	0.174053	0.198438	0.00524134
3.16	0.0658932	0.211219	0.20297	0.199746	0.215997	0.188024	0.20939	0.17372	0.196333	0.00524362
3.18667	0.0652678	0.197448	0.203129	0.204006	0.211936	0.190257	0.205377	0.174832	0.19198	0.00519384
3.21333	0.0654505	0.216875	0.239753	0.203324	0.21914	0.190167	0.203301	0.174988	0.189961	0.00520838
3.24	0.0646491	0.21851	0.211251	0.203381	0.208661	0.191207	0.200694	0.175844	0.187119	0.00514461
3.26667	0.065058	0.211334	0.212548	0.206205	0.207074	0.193033	0.197236	0.176808	0.183894	0.00517715
3.29333	0.0651148	0.217317	0.213892	0.211146	0.211416	0.194508	0.197069	0.178174	0.183302	0.00518167
