-9.95	0.538453	0.249218	0.50748	0.247852	0.513059	0.123864	0.256401	0.241383	0.502008	0.0879737	0.0637991
-9.85	0.35799	0.260524	0.807274	0.260445	0.802764	0.130157	0.401182	0.253256	0.780133	0.0899056	0.06783
-9.75	0.243221	0.270434	0.687343	0.272333	0.686033	0.136098	0.342845	0.264879	0.664987	0.0918513	0.0715653
-9.65	0.169868	0.286185	0.527199	0.284212	0.524145	0.142035	0.261942	0.276656	0.50708	0.0939206	0.0748741
-9.55	0.122204	0.298889	0.407351	0.297855	0.402818	0.148853	0.201308	0.287962	0.38923	0.0962504	0.0777648
-9.45	0.0909462	0.302969	0.331393	0.307219	0.333582	0.153533	0.166708	0.298658	0.322469	0.0990201	0.080295
-9.35	0.0703431	0.32381	0.308883	0.319449	0.309621	0.159644	0.154733	0.309761	0.299812	0.102473	0.0825344
-9.25	0.0567093	0.32935	0.355185	0.329218	0.342666	0.164527	0.171247	0.320164	0.326557	0.106915	0.0845517
-9.15	0.047791	0.343509	0.424602	0.340266	0.42558	0.170048	0.212684	0.330807	0.411669	0.112643	0.0864112
-9.05	0.0421522	0.350889	0.491993	0.350464	0.495994	0.175144	0.247873	0.339993	0.481548	0.119664	0.0881699
-8.95	0.0392337	0.356229	0.450202	0.358221	0.450909	0.179021	0.225342	0.350465	0.442591	0.113198	0.0898777
-8.85	0.0384295	0.375718	0.374296	0.374385	0.374615	0.187099	0.187214	0.360399	0.367819	0.0991976	0.0915848
-8.75	0.03978	0.38319	0.304174	0.379958	0.304785	0.189884	0.152316	0.368742	0.301486	0.0918488	0.0933365
-8.65	0.0434551	0.398676	0.256844	0.391403	0.252452	0.195603	0.126163	0.377007	0.249226	0.0882751	0.0951802
-8.55	0.0502858	0.405389	0.229043	0.400782	0.22282	0.200291	0.111354	0.384505	0.217732	0.0868406	0.0971599
-8.45	0.0613061	0.407514	0.200471	0.402696	0.204329	0.201247	0.102114	0.390074	0.203632	0.0866254	0.0993158
-8.35	0.0778533	0.400834	0.211135	0.404734	0.213857	0.202266	0.106875	0.392961	0.209328	0.087107	0.101673
-8.25	0.100963	0.406129	0.250318	0.403334	0.247382	0.201566	0.123629	0.390968	0.241226	0.0879879	0.10423
-8.15	0.128158	0.389151	0.301407	0.389206	0.302171	0.194506	0.15101	0.378036	0.294357	0.0891103	0.106954
-8.05	0.151445	0.370176	0.360619	0.369216	0.35766	0.184516	0.178741	0.360229	0.350153	0.090392	0.109787
-7.95	0.163091	0.345723	0.404058	0.347197	0.4014	0.173512	0.2006	0.339252	0.390632	0.0917817	0.10546
-7.85	0.156877	0.333042	0.420229	0.331078	0.420728	0.165456	0.210259	0.323892	0.404768	0.093264	0.0976719
-7.75	0.1412	0.328597	0.413081	0.3255	0.415585	0.162669	0.207689	0.318052	0.400836	0.0948216	0.0932255
-7.65	0.123646	0.331745	0.409995	0.326351	0.401477	0.163094	0.200638	0.317088	0.387775	0.0964399	0.0907501
-7.55	0.10798	0.330538	0.394314	0.326836	0.38944	0.163336	0.194623	0.31961	0.376695	0.0980695	0.0896273
-7.45	0.0949114	0.334789	0.387478	0.332884	0.386778	0.166359	0.193292	0.322789	0.371836	0.0996116	0.0893484
