0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0158124
0.05	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0158124
0.15	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0159447
0.25	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0160921
0.35	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0162422
0.45	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0164003
0.55	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0165616
0.65	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0167254
0.75	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0168864
0.85	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0170496
0.95	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	0.0172148
1.05	0	-nan	0	-nan	0	-nan	0	-nan	0	0.00152768	0.017381
1.15	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0041751	0.0175506
1.25	0	-nan	0	-nan	0	-nan	0	-nan	0	0.00644894	0.0177229
1.35	0	-nan	0	-nan	0	-nan	0	-nan	0	0.00843146	0.0178989
1.45	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0101872	0.0180798
1.55	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0117597	0.0182666
1.65	0	-nan	0	-nan	0	-nan	0	-nan	0	0.0131828	0.0184591
1.75	0	-nan	0.00204897	-nan	0.00223021	-nan	0.0021836	-nan	0.00210321	0.0144785	0.0186597
1.85	0	-nan	0.00734059	-nan	0.00786446	-nan	0.00799217	-nan	0.00803997	0.0156709	0.0188684
1.95	0	-nan	0.0150337	-nan	0.013604	-nan	0.0128067	-nan	0.0129397	0.0167766	0.0190867
2.05	0.0309192	0.0243571	0.0179416	0.0242386	0.0173411	0.0244904	0.0171033	0.0243264	0.0170198	0.0178076	0.0193164
2.15	0.0300674	0.025314	0.0182608	0.0250715	0.0181139	0.0246272	0.0179887	0.0248212	0.0200482	0.0187774	0.0195556
2.25	0.0292744	0.0259884	0.021062	0.0257669	0.021418	0.0249577	0.0217816	0.0251311	0.0225032	0.0196941	0.0198024
2.35	0.0285465	0.0273133	0.0238222	0.0255035	0.0251455	0.0253756	0.024529	0.0254214	0.0248677	0.0205665	0.0200566
2.45	0.0279528	0.0250615	0.0253056	0.0253582	0.0262382	0.0258024	0.0261465	0.0257749	0.026515	0.0214021	0.0203169
2.55	0.027402	0.0237696	0.0274065	0.0266261	0.0282341	0.0264288	0.0290303	0.0264174	0.0283775	0.0222078	0.0205822
2.65	0.0268258	0.0285386	0.0287063	0.0274397	0.0309079	0.0270298	0.0298427	0.0267334	0.0294687	0.022988	0.02085
2.75	0.0263118	0.0255219	0.0332218	0.0268253	0.0306462	0.0269462	0.0308275	0.0271853	0.0306754	0.0237498	0.0211204
2.85	0.025898	0.0280779	0.0344031	0.0281051	0.032188	0.0283284	0.0324	0.0277559	0.0318309	0.0244967	0.0213932
2.95	0.0254734	0.0297406	0.0309422	0.0290093	0.0333839	0.0285762	0.033009	0.0278704	0.0329163	0.0252341	0.0216681
3.05	0.0250953	0.0271821	0.0322883	0.0277246	0.0338188	0.0281559	0.0338914	0.028368	0.0330679	0.0254461	0.0219441
3.15	0.024792	0.0277657	0.0332642	0.029289	0.0322893	0.0288622	0.0323217	0.0288459	0.032809	0.0251753	0.0222212
3.25	0.0244903	0.0284539	0.0315412	0.0286142	0.0320113	0.0290971	0.0324164	0.0292774	0.0323523	0.0249419	0.0224997
3.35	0.0242398	0.0303978	0.0350866	0.0297363	0.033895	0.0298179	0.0335184	0.0293985	0.0321289	0.0247442	0.0227794
3.45	0.0240488	0.0294885	0.0357582	0.0296918	0.0333909	0.0299219	0.0328156	0.0299816	0.0318963	0.0245767	0.0230599
3.55	0.0238987	0.0314284	0.0307533	0.029948	0.0312326	0.0304723	0.0313414	0.030461	0.0315354	0.0244363	0.0233414
3.65	0.0237733	0.0313532	0.0290774	0.0313597	0.031664	0.0312501	0.0315267	0.0308526	0.0319551	0.0243177	0.0236237
