0	0.195065	0.494126	0.162007	0.414036	0.199806	0.372584	0.175501	0.330849	0.164558	0.0724206	0.124706
0.366436	0.161137	0.465564	0.355073	0.420958	0.247182	0.374872	0.223289	0.328943	0.199657	0.0753338	0.119454
0.500941	0.119032	0.407853	0.264237	0.416343	0.279809	0.362763	0.234013	0.317451	0.208635	0.078859	0.113858
0.623609	0.101031	0.400646	0.28226	0.403804	0.27683	0.357924	0.247323	0.312579	0.223125	0.0832884	0.108408
0.740113	0.0867061	0.402648	0.328378	0.383706	0.293623	0.345597	0.268203	0.299693	0.239295	0.0881898	0.103491
0.852696	0.0783302	0.375619	0.34556	0.375453	0.322017	0.338436	0.28686	0.294857	0.25585	0.0926478	0.0992065
0.962519	0.0727108	0.392403	0.351828	0.376289	0.342106	0.333363	0.30582	0.286655	0.272486	0.0965432	0.0955903
1.07027	0.0684348	0.349718	0.408007	0.36389	0.362301	0.317661	0.323254	0.277527	0.284445	0.099706	0.0927753
1.1764	0.0694579	0.349978	0.397756	0.340082	0.375481	0.310537	0.33503	0.273503	0.294591	0.101802	0.0906888
1.28122	0.0728379	0.372993	0.366506	0.351257	0.380461	0.306485	0.343007	0.268264	0.300462	0.102874	0.0893419
1.38495	0.0771729	0.348154	0.392491	0.333915	0.383746	0.300514	0.344987	0.266422	0.303713	0.102934	0.0887074
1.48776	0.0844152	0.342929	0.387972	0.334277	0.393855	0.300703	0.352371	0.265829	0.309387	0.102377	0.0887972
1.58979	0.0938519	0.343031	0.413668	0.334413	0.403336	0.300523	0.358787	0.266266	0.314872	0.10128	0.0896467
1.69113	0.103255	0.348391	0.403475	0.336581	0.404897	0.30128	0.363929	0.269199	0.317914	0.0998038	0.0912685
1.79187	0.113442	0.341576	0.391645	0.329415	0.401394	0.305226	0.355907	0.272282	0.312613	0.0980933	0.0933976
1.89207	0.122019	0.352065	0.42282	0.344891	0.387618	0.310155	0.350608	0.276855	0.305948	0.0963431	0.0958681
1.9918	0.128226	0.353284	0.383332	0.346104	0.373018	0.315037	0.335257	0.281191	0.293666	0.0946688	0.0983364
2.09109	0.128429	0.358432	0.372829	0.351479	0.353808	0.320281	0.319514	0.285357	0.27834	0.0932597	0.100485
2.19	0.125778	0.362191	0.324203	0.360268	0.331222	0.326491	0.298897	0.289499	0.262821	0.092088	0.101972
2.28855	0.118517	0.362942	0.321883	0.366372	0.311317	0.330849	0.284152	0.292861	0.25142	0.0912598	0.102614
2.38678	0.108005	0.387779	0.318056	0.371118	0.307092	0.334036	0.273656	0.294682	0.244722	0.0908196	0.102443
2.4847	0.0969222	0.383911	0.301592	0.371064	0.300375	0.335817	0.273086	0.295389	0.24484	0.0908389	0.10168
2.58236	0.0870052	0.381515	0.307371	0.375513	0.297692	0.336855	0.273674	0.295386	0.246399	0.0913602	0.100467
2.67975	0.0784635	0.385737	0.310028	0.375921	0.305748	0.33628	0.283452	0.293237	0.256095	0.092435	0.0989742
2.77691	0.071967	0.388502	0.328674	0.375021	0.322668	0.333371	0.292029	0.291094	0.264788	0.0940041	0.0973457
2.87384	0.0678291	0.372638	0.33521	0.364058	0.332993	0.328227	0.307801	0.286937	0.276808	0.0960099	0.0956845
2.97057	0.0659337	0.37394	0.364199	0.362888	0.348519	0.324472	0.317542	0.283802	0.285139	0.0981608	0.0940985
3.0671	0.0667004	0.36971	0.367203	0.358525	0.362857	0.318779	0.326677	0.279557	0.291379	0.100152	0.0926641
3.16345	0.0685935	0.352668	0.368551	0.346564	0.36441	0.313059	0.330695	0.274618	0.292838	0.10167	0.091432
3.25962	0.0733442	0.349099	0.375417	0.344387	0.368124	0.308607	0.333175	0.271634	0.293364	0.10243	0.0904693
3.35563	0.0794928	0.346395	0.387629	0.337268	0.379936	0.303661	0.337782	0.267887	0.29467	0.102403	0.0898557
3.45149	0.0883591	0.341597	0.393604	0.334945	0.379663	0.300892	0.342577	0.266907	0.299412	0.101726	0.0896859
3.5472	0.0991325	0.34215	0.415366	0.330929	0.396271	0.298951	0.353229	0.265984	0.308358	0.100573	0.0900729
3.64278	0.112133	0.336296	0.414229	0.327274	0.402282	0.298984	0.362231	0.266933	0.316165	0.0991204	0.0911412
3.73822	0.124614	0.340323	0.435935	0.330149	0.420552	0.300244	0.372219	0.268989	0.323488	0.0975305	0.0930016
3.83354	0.13669	0.339853	0.427726	0.333677	0.415131	0.304981	0.370098	0.273707	0.322801	0.0958953	0.0956969
3.92873	0.144181	0.34826	0.401937	0.339429	0.401673	0.312323	0.356248	0.280193	0.310785	0.0943142	0.0990172
4.02382	0.145076	0.360599	0.38773	0.35298	0.370254	0.321283	0.33202	0.28665	0.289954	0.0928266	0.102217
4.11879	0.13865	0.371233	0.332615	0.363471	0.336025	0.329702	0.302863	0.292285	0.265417	0.091498	0.10431
4.21366	0.125691	0.381059	0.31289	0.374133	0.305402	0.337538	0.27399	0.297021	0.241794	0.0903866	0.104989
4.30843	0.109434	0.397792	0.288768	0.383282	0.275778	0.341863	0.251119	0.299691	0.22349	0.0895523	0.104472
4.4031	0.0934913	0.396141	0.263356	0.388251	0.263791	0.344908	0.239864	0.301033	0.215379	0.0891222	0.103194
4.49768	0.0791465	0.399303	0.273295	0.388579	0.259933	0.344812	0.240161	0.299813	0.217292	0.0891963	0.101503
4.59217	0.0684453	0.397882	0.280379	0.385363	0.2722	0.343026	0.251426	0.29807	0.229575	0.0899378	0.0996259
4.68658	0.0604066	0.395576	0.302274	0.38036	0.293594	0.339433	0.272774	0.294735	0.249736	0.0915234	0.0976834
4.7809	0.0551196	0.375805	0.335116	0.373556	0.321135	0.333119	0.300333	0.289705	0.274738	0.0941248	0.09576
4.87515	0.0524918	0.379002	0.364018	0.371393	0.354074	0.327566	0.327067	0.285014	0.298448	0.0977268	0.0938997
4.96932	0.0518772	0.378616	0.38014	0.362176	0.378482	0.320819	0.347839	0.279159	0.31336	0.101851	0.0921394
5.06341	0.0539597	0.367538	0.399327	0.353262	0.388929	0.314619	0.3505	0.273715	0.310682	0.105182	0.0904845
5.15744	0.0579125	0.362167	0.384941	0.343449	0.382522	0.306737	0.341137	0.267909	0.298657	0.106692	0.0889782
5.25139	0.0644034	0.347507	0.384792	0.335288	0.371113	0.299646	0.329073	0.262928	0.284652	0.106452	0.0876697
5.34528	0.0744589	0.336692	0.37483	0.328518	0.365885	0.294537	0.323017	0.25904	0.278953	0.105047	0.0866404
5.43911	0.0877914	0.332872	0.39639	0.322197	0.376929	0.28922	0.33288	0.25598	0.28738	0.103054	0.0860406
5.53287	0.105565	0.325848	0.41908	0.315963	0.405761	0.28526	0.359162	0.253699	0.311132	0.100848	0.0860693
5.62657	0.128207	0.321271	0.46308	0.312846	0.447883	0.284007	0.397104	0.254483	0.344626	0.098624	0.0870764
5.72022	0.154521	0.316674	0.501607	0.31225	0.486291	0.285743	0.432821	0.259192	0.376087	0.0964441	0.0896661
