0	0.0574238	0.304943	0.261136	0.30342	0.258726	0.274872	0.239577	0.242025	0.217461	0.00456964
1.44708	0.102835	0.274543	0.397646	0.26368	0.384967	0.24294	0.347407	0.220149	0.306713	0.00818336
1.73069	0.135959	0.277433	0.366788	0.271769	0.352293	0.251118	0.3164	0.23059	0.276932	0.0108193
1.94085	0.138505	0.297307	0.2923	0.29264	0.280978	0.272521	0.253236	0.247868	0.224023	0.0110218
2.11277	0.116797	0.327462	0.243817	0.318502	0.237786	0.290779	0.21698	0.260065	0.19464	0.00929443
2.26037	0.0908667	0.33422	0.227217	0.331318	0.223787	0.29943	0.204542	0.26485	0.186729	0.00723094
2.39084	0.0723082	0.339821	0.219025	0.33591	0.220526	0.301791	0.205917	0.265713	0.191182	0.0057541
2.50846	0.0602643	0.34012	0.230529	0.332389	0.232919	0.29863	0.218877	0.262828	0.204336	0.00479568
2.61602	0.0536751	0.33102	0.258109	0.329202	0.250134	0.294919	0.237053	0.258864	0.22119	0.00427133
2.71544	0.0499738	0.318956	0.278476	0.323605	0.273515	0.289474	0.256974	0.254066	0.238979	0.00397679
2.80812	0.048816	0.332398	0.280936	0.316173	0.289644	0.282507	0.272768	0.248359	0.253288	0.00388466
2.8951	0.0497184	0.315332	0.307295	0.308782	0.30354	0.276645	0.283134	0.243129	0.260305	0.00395646
2.97719	0.0519838	0.310801	0.319637	0.299355	0.312519	0.269206	0.287599	0.238145	0.25933	0.00413674
3.05504	0.0550149	0.30474	0.322148	0.292289	0.314807	0.263959	0.284888	0.233657	0.252892	0.00437794
3.12914	0.0592769	0.29604	0.315425	0.28507	0.310882	0.258282	0.280729	0.229774	0.24714	0.00471711
3.19994	0.0649035	0.285644	0.313317	0.280125	0.307297	0.253374	0.277698	0.225573	0.244513	0.00516486
3.26777	0.0719425	0.282391	0.314626	0.273739	0.31245	0.249407	0.28264	0.22259	0.248663	0.005725
3.33293	0.0797897	0.271152	0.334144	0.270412	0.325405	0.246262	0.293959	0.220475	0.258582	0.00634946
3.39568	0.0893173	0.264537	0.353354	0.266964	0.344265	0.243099	0.3097	0.218357	0.272949	0.00710764
