#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22962	1.66398	0.673463	-7.14421	-11.7113	8.52704	0.569796	-3.96994e-05	5	50000	0.01	0	2	1.1	1	0.00269608
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22987	1.66392	0.672532	-7.14495	-11.7113	8.52636	0.569791	-4.8632e-05	5	50000	0.01	0	2	1.1	2	0.00271443
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22965	1.66394	0.673516	-7.14416	-11.7113	8.52708	0.569784	-5.99372e-05	5	50000	0.01	0	2	1.1	3	0.0027006
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22948	1.66364	0.673078	-7.14508	-11.7113	8.52625	0.569784	-6.05682e-05	5	50000	0.01	0	2	1.1	4	0.00275013
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22987	1.66546	0.674693	-7.14125	-11.7113	8.52973	0.569783	-6.15262e-05	5	50000	0.01	0	2	1.1	5	0.00267957
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22975	1.66384	0.673557	-7.14413	-11.7113	8.52712	0.569794	-4.21191e-05	5	50000	0.01	0	2	1.1	6	0.00272627
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22939	1.66493	0.673774	-7.14318	-11.7113	8.52798	0.569782	-6.31712e-05	5	50000	0.01	0	2	1.1	7	0.00270052
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22959	1.66417	0.673478	-7.14404	-11.7113	8.5272	0.56979	-5.05543e-05	5	50000	0.01	0	2	1.1	8	0.0026776
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.22942	1.66479	0.673121	-7.14394	-11.7113	8.52728	0.569774	-7.73111e-05	5	50000	0.01	0	2	1.1	9	0.00270923
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.2297	1.66506	0.67376	-7.14275	-11.7113	8.52836	0.569802	-2.82941e-05	5	50000	0.01	0	2	1.1	10	0.00270955
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.19236	1.94136	0.789535	-11.3628	-16.286	4.69197	0.569789	-5.14952e-05	5	50000	0.02	0	2	1.1	1	0.0377247
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
