#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92845	10.5263	15.4963	15.1104	-13.8406	14.1728	0.673387	-5.16394e-05	5	50000	0.01	0	2	1.3	1	0.00273608
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92823	10.5223	15.4644	15.0743	-13.8406	14.1451	0.6734	-3.22769e-05	5	50000	0.01	0	2	1.3	2	0.00276393
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92794	10.5183	15.467	15.0726	-13.8406	14.1438	0.673363	-8.75379e-05	5	50000	0.01	0	2	1.3	3	0.00272308
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92803	10.5222	15.4677	15.0773	-13.8406	14.1474	0.673377	-6.63221e-05	5	50000	0.01	0	2	1.3	4	0.00273188
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92788	10.5188	15.4636	15.0697	-13.8406	14.1416	0.673383	-5.76135e-05	5	50000	0.01	0	2	1.3	5	0.0027447
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92844	10.5248	15.4789	15.0915	-13.8406	14.1583	0.673388	-5.03166e-05	5	50000	0.01	0	2	1.3	6	0.00274985
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92817	10.5262	15.4851	15.0989	-13.8406	14.164	0.67338	-6.26025e-05	5	50000	0.01	0	2	1.3	7	0.00273565
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.9279	10.5226	15.4729	15.0828	-13.8406	14.1516	0.673387	-5.15953e-05	5	50000	0.01	0	2	1.3	8	0.0027298
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92772	10.5224	15.472	15.0815	-13.8406	14.1506	0.673374	-7.05737e-05	5	50000	0.01	0	2	1.3	9	0.00273562
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.92836	10.5328	15.5004	15.1209	-13.8406	14.1809	0.673377	-6.68659e-05	5	50000	0.01	0	2	1.3	10	0.0027528
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.90701	10.926	15.5968	10.1826	-19.2471	10.3822	0.673366	-8.30678e-05	5	50000	0.02	0	2	1.3	1	0.0346441
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
0.5	0.001		2.90688	10.9379	15.6083	10.206	-19.2471	10.4002	0.673381	-6.12494e-05	5	50000	0.02	0	2	1.3	2	0.0352422
#dx	mc-error	phi1	phi2	phi3	Ftot	Fideal		FEdiff	mean_n3		relerr		mc_con	mc_pf	gw		fv	kT	n	seed	min
