# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 26
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 0.0145316
# min_important_energy after initialization: 95

# histogram method: simple flat
# init_iter_limit: 40000000
# iterations: 40000000
# working moves: 389112429
# total moves: 800000000
# acceptance rate: 0.486391

# energy	samples
48  0
49  2342684
50  1269381
51  824979
52  575048
53  415850
54  308253
55  233478
56  180129
57  141475
58  112429
59  90588
60  73878
61  60743
62  50321
63  42003
64  35302
65  29970
66  25518
67  21891
68  18792
69  16221
70  14011
71  12168
72  10588
73  9263
74  8122
75  7137
76  6237
77  5493
78  4845
79  4277
80  3737
81  3261
82  2819
83  2444
84  2101
85  1783
86  1444
87  1163
88  904
89  694
90  500
91  340
92  224
93  150
94  116
95  102
96  78
97  4
