# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 19
# walls: 0
# cell dimensions: (6.4255, 6.4255, 6.4255)
# seed: 26
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.0232821
# min_important_energy after initialization: 88

# histogram method: simple flat
# init_iter_limit: 36100000
# iterations: 36100000
# working moves: 331802311
# total moves: 685900000
# acceptance rate: 0.483747

# energy	samples
46  0
47  2082362
48  1122262
49  725342
50  503000
51  361686
52  267018
53  201405
54  154561
55  120693
56  95809
57  77094
58  62564
59  51300
60  42500
61  35295
62  29593
63  24833
64  21099
65  18028
66  15486
67  13308
68  11487
69  9927
70  8652
71  7582
72  6661
73  5856
74  5153
75  4555
76  4060
77  3585
78  3159
79  2718
80  2343
81  1987
82  1612
83  1287
84  964
85  701
86  488
87  353
88  258
89  201
90  163
91  100
92  49
93  12
94  1
