# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 15
# walls: 0
# cell dimensions: (5.93863, 5.93863, 5.93863)
# seed: 26
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 74

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N15-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0.0665331
38  0.259645
39  0.574898
40  1.00798
41  1.55489
42  2.2115
43  2.97404
44  3.83898
45  4.80253
46  5.86133
47  7.01224
48  8.25262
49  9.57982
50  10.9922
51  12.4883
52  14.0684
53  15.7334
54  17.485
55  19.3268
56  21.2622
57  23.2955
58  25.4308
59  27.6712
60  30.0197
61  32.4766
62  35.045
63  37.7278
64  40.5303
65  43.461
66  46.5349
67  49.7797
68  53.2264
69  56.9299
70  60.9525
71  65.3176
72  70.0931
73  75.0931
74  80.0931
75  85.0931
76  90.0931
77  95.0931
78  100.093
79  105.093
80  110.093
81  115.093
82  120.093
83  125.093
