# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 25
# walls: 0
# cell dimensions: (7.04102, 7.04102, 7.04102)
# seed: 25
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 127

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N25-tmmc-golden-transitions.dat
# iterations: 62500000
# working moves: 741399165
# total moves: 1562500000
# acceptance rate: 0.474495

# energy	samples
60  0
61  3312687
62  1799751
63  1186296
64  842889
65  620666
66  469321
67  361537
68  283324
69  225603
70  181921
71  148168
72  122083
73  101597
74  85126
75  72138
76  61463
77  52696
78  45332
79  39114
80  34006
81  29782
82  26205
83  23190
84  20530
85  18181
86  16270
87  14527
88  13014
89  11701
90  10508
91  9485
92  8562
93  7747
94  7028
95  6427
96  5890
97  5357
98  4917
99  4474
100  4114
101  3784
102  3469
103  3170
104  2901
105  2649
106  2419
107  2188
108  1976
109  1773
110  1575
111  1405
112  1239
113  1102
114  994
115  887
116  774
117  685
118  587
119  499
120  423
121  342
122  285
123  214
124  141
125  33
