# version: 0.0.0-222-g56de6ba-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 25
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00868904
# min_important_energy after initialization: 80

# histogram method: simple flat
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 233851511
# total moves: 491300000
# acceptance rate: 0.475985

# energy	samples
41  0
42  1699233
43  912903
44  585244
45  399903
46  283416
47  206603
48  154080
49  117566
50  90857
51  71105
52  56532
53  45399
54  36872
55  30298
56  24996
57  20676
58  17359
59  14600
60  12333
61  10437
62  8963
63  7751
64  6709
65  5806
66  5023
67  4361
68  3822
69  3342
70  2876
71  2469
72  2112
73  1752
74  1378
75  1050
76  738
77  480
78  262
79  129
80  74
81  46
82  8
83  2
