# comparison reference file	(generated with python figs/parse-yaml-out.py ../../../../droundy/src/sad-monte-carlo/sad-T13 50 
#  moves	 gamma	
1	0
2	0
3	0
4	0
6	0
7	0
10	0
13	0
18	0
24	0
32	0
42	0
56	0
75	0
100	0
133	0
178	0
237	0
316	0
422	0
562	0
750	0
1000	0
1163	0
1163	0.3908656399362719
1334	0.3281358667989344
1778	0.2165254021113157
2371	0.1355156935259803
3162	0.08194762377805612
4217	0.04859345765507588
4609	0.04126331773280917
4609	0.4686809994189425
5623	0.3722465680649212
7499	0.250427121961583
10000	0.1586552143565459
13004	0.1007815313842812
13004	0.3447299211005462
13335	0.333484002946403
17783	0.2198280764872866
22978	0.1446657146616515
22978	0.3178760640514316
23714	0.3043839784172466
31623	0.1976814598676619
42170	0.1219167587475086
53399	0.07986817393817061
53399	0.2144677340953615
56234	0.1975825892496905
74989	0.1217740134414945
100000	0.07246793368821627
106977	0.0639426066254186
106977	0.1874691175017294
133352	0.1293683079215197
177828	0.07721205396413261
237137	0.04502033866641578
248101	0.04130410620985524
248101	0.1209845211553662
316228	0.07815900180036288
421697	0.04556286609674572
562341	0.02618681688794607
749894	0.01493058629784243
1000000	0.008477320068047866
1333521	0.004804653605722932
1438405	0.004137664219269011
1438405	0.03091308827007313
1778279	0.02045671827787258
2371374	0.01162015000060873
3162278	0.006577486589944848
4216965	0.003716735634223876
5623413	0.002098956236081498
7498942	0.001185534477511031
10000000	0.0006701155508329516
13335214	0.0003792669862898802
17782794	0.00021505566456138
21727967	0.000145095779145653
21727967	0.002424217659402492
21745515	0.002420321056976584
21745515	0.002495666815062626
23713737	0.002099885372910515
31622777	0.001183002049000871
42169650	0.0006663944838241138
56234133	0.0003754501453204794
74989421	0.00021161577169054
100000000	0.0001193488252028441
133352143	6.73714225392571e-05
177827941	3.807669866831056e-05
237137371	2.155483063256644e-05
316227766	1.22280541690767e-05
421696503	6.956442913218652e-06
562341325	3.97194878610407e-06
749894209	2.278619891400971e-06
1000000000	1.315127547029713e-06
1333521432	7.648705722951499e-07
1778279410	4.491054999212439e-07
2371373706	2.667888997093917e-07
3162277660	1.607036393670096e-07
4216965034	9.837707465449476e-08
5623413252	6.132572860562469e-08
7498942093	3.898853129887156e-08
10000000000	2.530129069191211e-08
13335214322	1.675992532867459e-08
17782794100	1.132350373418156e-08
23713737057	7.791502057803098e-09
31622776602	5.449203933780259e-09
42169650343	3.864989861518535e-09
56234132519	2.773866791123366e-09
74989420933	2.010113860808755e-09
100000000000	1.468012909731756e-09
133352143216	1.078720718675629e-09
177827941004	7.96479747837147e-10
237137370566	5.902762723969091e-10
316227766017	4.38708775107823e-10
421696503429	3.267718038763793e-10
562341325190	2.437996162405389e-10
749894209332	1.821239926198069e-10
1000000000000	1.361801290988893e-10
1333521432163	1.018993536212943e-10
1778279410039	7.628926848926938e-11
2371373705662	5.713888789064111e-11
3162277660168	4.280876132217822e-11
