# comparison reference file	(generated with python figs/parse-yaml-out.py ../../../../jordan/sad-monte-carlo/wl-inv-t-50 50 
#  moves	 gamma	
1	128
1	128
1	128
2	64
3	42.66666666666666
4	32
6	21.33333333333333
7	18.28571428571428
10	12.8
13	9.846153846153847
18	7.111111111111111
24	5.333333333333333
32	4
42	3.047619047619047
56	2.285714285714286
75	1.706666666666667
100	1.28
133	1
178	1
237	1
316	1
422	1
562	1
750	1
1000	1
1334	1
1778	1
2371	1
3162	1
4217	1
5623	1
7499	1
10000	1
13335	1
17783	1
23714	1
31623	1
42170	1
56234	1
74989	1
100000	1
133352	1
177828	1
237137	1
316228	1
421697	1
562341	1
749894	1
1000000	1
1333521	1
1555280	1
1555280	0.5
1778279	0.5
1905770	0.5
1905770	0.25
2371374	0.25
3162278	0.25
4216965	0.25
4957168	0.25
4957168	0.125
5606931	0.125
5606931	0.0625
5623413	0.0625
7125745	0.0625
7125745	0.03125
7498942	0.03125
7682708	0.03125
7682708	0.015625
10000000	0.015625
10866131	0.015625
10866131	0.0078125
11530229	0.0078125
11530229	0.00390625
12503280	0.00390625
12503280	0.001953125
12683157	0.001953125
12683157	0.0009765625
13335214	0.0009765625
14962445	0.0009765625
14962445	0.00048828125
15617794	0.00048828125
15617794	0.000244140625
17529995	0.000244140625
17529995	0.0001220703125
17782794	0.0001220703125
20239521	0.0001220703125
20239521	6.103515625e-05
22548170	6.103515625e-05
22548170	3.0517578125e-05
23713737	3.0517578125e-05
25829865	3.0517578125e-05
25829865	1.52587890625e-05
31622777	1.52587890625e-05
42169650	1.52587890625e-05
47953632	1.52587890625e-05
47953632	7.62939453125e-06
48662329	7.62939453125e-06
48662329	3.814697265625e-06
56234133	3.814697265625e-06
69738101	3.814697265625e-06
69738101	1.9073486328125e-06
74989421	1.9073486328125e-06
80825565	1.9073486328125e-06
80825565	1.583657349008324e-06
89255016	1.434093071026955e-06
89255016	1.434093071026955e-06
100000000	1.28e-06
111824592	1.144649828009209e-06
111824592	1.144649828009209e-06
116164378	1.101886845208262e-06
116164378	1.101886845208262e-06
133352143	9.598645895026974e-07
149929184	8.537363879736716e-07
149929184	8.537363879736716e-07
153849155	8.319837700766053e-07
153849155	8.319837700766053e-07
161078247	7.946448535661056e-07
161078247	7.946448535661056e-07
166621869	7.682064831477793e-07
166621869	7.682064831477793e-07
175471956	7.294612935186065e-07
175471956	7.294612935186065e-07
177827941	7.197968962594017e-07
237137371	5.397715234010923e-07
239073132	5.354010253230798e-07
239073132	5.354010253230798e-07
247754345	5.166407878739725e-07
247754345	5.166407878739725e-07
252509373	5.069118760989518e-07
252509373	5.069118760989518e-07
313831103	4.078626967703708e-07
313831103	4.078626967703708e-07
316227766	4.047715405231051e-07
330810494	3.869284751287243e-07
330810494	3.869284751287243e-07
346819391	3.690681758910072e-07
346819391	3.690681758910072e-07
355895917	3.596557136113478e-07
355895917	3.596557136113478e-07
359104048	3.564426541914114e-07
359104048	3.564426541914114e-07
366102478	3.496288817799261e-07
366102478	3.496288817799261e-07
368339696	3.475053093381496e-07
368339696	3.475053093381496e-07
369776529	3.461550151551128e-07
369776529	3.461550151551128e-07
381371104	3.356310917567577e-07
381371104	3.356310917567577e-07
384952479	3.325085743895157e-07
384952479	3.325085743895157e-07
396604701	3.227394926919941e-07
396604701	3.227394926919941e-07
397180113	3.222719260367399e-07
397180113	3.222719260367399e-07
421696503	3.03535834633184e-07
429062186	2.98325054447935e-07
429062186	2.98325054447935e-07
429500619	2.980205250879976e-07
429500619	2.980205250879976e-07
457821353	2.795850371793384e-07
457821353	2.795850371793384e-07
467367249	2.73874560688355e-07
467367249	2.73874560688355e-07
475151356	2.693878453332247e-07
475151356	2.693878453332247e-07
477394940	2.681218196405684e-07
477394940	2.681218196405684e-07
495410145	2.583717779941709e-07
495410145	2.583717779941709e-07
506956918	2.524869381504328e-07
506956918	2.524869381504328e-07
538572506	2.376653070366722e-07
538572506	2.376653070366722e-07
541444741	2.364045493610215e-07
541444741	2.364045493610215e-07
555707351	2.303370645892356e-07
555707351	2.303370645892356e-07
561004092	2.281623286270076e-07
561004092	2.281623286270076e-07
562341325	2.2761976456203e-07
586036720	2.184163476991681e-07
586036720	2.184163476991681e-07
593480221	2.156769433433233e-07
593480221	2.156769433433233e-07
602088320	2.125933949358127e-07
602088320	2.125933949358127e-07
604910243	2.116016408735205e-07
604910243	2.116016408735205e-07
677000372	1.890693200387193e-07
677000372	1.890693200387193e-07
695514585	1.840363994667344e-07
695514585	1.840363994667344e-07
698545852	1.832377926710529e-07
698545852	1.832377926710529e-07
710450210	1.801674462169559e-07
710450210	1.801674462169559e-07
740381451	1.72883855784226e-07
740381451	1.72883855784226e-07
743325880	1.721990360405587e-07
743325880	1.721990360405587e-07
746783330	1.714017906639668e-07
746783330	1.714017906639668e-07
748509763	1.710064535257104e-07
748509763	1.710064535257104e-07
749894209	1.70690743392579e-07
752871048	1.700158351686277e-07
752871048	1.700158351686277e-07
776960305	1.647445811276034e-07
776960305	1.647445811276034e-07
784219159	1.632196797681144e-07
784219159	1.632196797681144e-07
791355968	1.617476902632015e-07
791355968	1.617476902632015e-07
793612463	1.612877896550876e-07
793612463	1.612877896550876e-07
801157653	1.597688039559924e-07
801157653	1.597688039559924e-07
808902105	1.582391728353828e-07
808902105	1.582391728353828e-07
809923153	1.580396850316983e-07
809923153	1.580396850316983e-07
819826890	1.561305216519551e-07
819826890	1.561305216519551e-07
822894150	1.555485599211029e-07
822894150	1.555485599211029e-07
849758391	1.506310515502753e-07
849758391	1.506310515502753e-07
858878658	1.490315294340449e-07
858878658	1.490315294340449e-07
929836121	1.376586659833577e-07
929836121	1.376586659833577e-07
931434110	1.374224957254357e-07
931434110	1.374224957254357e-07
952271382	1.344154643513166e-07
952271382	1.344154643513166e-07
952998001	1.34312978480214e-07
952998001	1.34312978480214e-07
980786166	1.305075504093111e-07
980786166	1.305075504093111e-07
987912184	1.29566172047535e-07
987912184	1.29566172047535e-07
1000000000	1.28e-07
1016377955	1.259374028827691e-07
1016377955	1.259374028827691e-07
1028238435	1.244847456028037e-07
1028238435	1.244847456028037e-07
1066792946	1.199857952566552e-07
1066792946	1.199857952566552e-07
1072562001	1.193404203026581e-07
1072562001	1.193404203026581e-07
1075157256	1.190523519100912e-07
1075157256	1.190523519100912e-07
1078669263	1.186647329173039e-07
1078669263	1.186647329173039e-07
1091555184	1.172638835637649e-07
