# comparison reference file	(generated with python figs/parse-yaml-out.py ../../../../droundy/src/sad-monte-carlo/sad-slow-T13 50 
#  moves	 gamma	
1	0
2	0
3	0
4	0
6	0
7	0
10	0
13	0
18	0
24	0
32	0
42	0
56	0
75	0
100	0
133	0
178	0
237	0
316	0
422	0
562	0
750	0
1000	0
1334	0
1778	0
2371	0
3162	0
4217	0
5623	0
7499	0
10000	0
13335	0
17783	0
23714	0
31623	0
42170	0
56234	0
74989	0
100000	0
120973	0
120973	0.02279356512043179
133352	0.01885449671431601
177828	0.0107329157260367
237137	0.006096110075055458
247646	0.005597758612588563
247646	0.02157952138589448
316228	0.0133739737668561
421697	0.007589876629515139
562341	0.004301194580379452
601489	0.003766164130905212
601489	0.01074550762778075
657038	0.009026943790103525
657038	0.01026806024651781
749894	0.007909181786683034
1000000	0.004474933899439765
1333521	0.002530307233415646
1590541	0.00178480730291183
1590541	0.004447304295138261
1778279	0.00356388729167471
1808526	0.003446530306200587
1808526	0.004580045949072927
2371374	0.002674280397787426
2657057	0.002133416268913971
2657057	0.006422958711848257
3162278	0.004546940474704464
4216965	0.002566500732791414
5623413	0.001448236414191964
7454088	0.0008272455580123409
7454088	0.003154093621683153
7498942	0.0031166623871636
10000000	0.001757234873328457
13335214	0.0009905901176376359
15002412	0.0007834779998769659
15002412	0.001903807681893269
17782794	0.001356620560498044
21923245	0.0008938394021999917
21923245	0.00164304598320113
23713737	0.001404982458635109
31622777	0.000791433500247161
42169650	0.000445861429622226
56234133	0.0002512640594799665
74989421	0.00014167840726231
100000000	7.995160744815441e-05
133352143	4.516794368501749e-05
177827941	2.555499962053195e-05
210759541	1.827455788388255e-05
210759541	0.0002037927645608519
237137371	0.000161039937177526
316227766	9.066067499645121e-05
421696503	5.10554264289578e-05
562341325	2.876458352316616e-05
749894209	1.62157380761819e-05
1000000000	9.148856131978478e-06
1333521432	5.167306444287287e-06
1778279410	2.922673740455265e-06
2371373706	1.65619850570913e-06
3162277660	9.408403561851987e-07
4216965034	5.361907497073486e-07
4413477169	4.907161132333992e-07
4413477169	1.022788559508379e-05
4419427709	1.020039921071991e-05
4419427709	1.038132717920957e-05
5623413252	6.416619973197748e-06
7498942093	3.612476328735914e-06
10000000000	2.034549228359517e-06
13335214322	1.146437774848655e-06
17782794100	6.464336531431299e-07
23713737057	3.648242707379393e-07
31622776602	2.061365168635649e-07
42169650343	1.166545291666319e-07
51853065418	7.75995701174138e-08
51853065418	8.99174577482106e-07
51888137533	8.979610814974383e-07
51888137533	9.130402267516146e-07
51981987550	9.097507154341445e-07
51981987550	9.259545049586707e-07
56234132519	7.913875134415735e-07
74989420933	4.45453628780746e-07
100000000000	2.508146668430518e-07
133352143216	1.412816596639518e-07
144110713586	1.210401303352161e-07
144110713586	3.392945759310448e-07
177827941004	2.229643455544987e-07
237137370566	1.255170777122278e-07
316227766017	7.068467937433667e-08
421696503429	3.982483355944236e-08
547513123048	2.367834711632971e-08
547513123048	9.071014632507376e-08
562341325190	8.599545227949998e-08
749894209332	4.840182267307857e-08
1000000000000	2.725060932422533e-08
1333521432163	1.534833826321982e-08
1778279410039	8.649148117867432e-09
2371373705662	4.877378899685477e-09
3162277660168	2.752954380680945e-09
