# comparison reference file	(generated with python figs/parse-yaml-out.py ../../../../droundy/src/sad-monte-carlo/sad-t2-seed3-T13 50 
#  moves	 gamma	
1	0
2	0
3	0
4	0
6	0
7	0
10	0
13	0
18	0
24	0
32	0
42	0
56	0
75	0
100	0
133	0
178	0
237	0
316	0
422	0
562	0
750	0
1000	0
1334	0
1698	0
1698	0.3560431100846805
1778	0.3353567258146099
2371	0.2220294129617708
3162	0.1394402297881289
4217	0.08459430129185058
4644	0.07119742613705446
4644	0.2820910785387399
5623	0.2118930034323459
7499	0.1321248390685071
8239	0.11229293955672
8239	0.2143248057716695
10000	0.1567198706289133
13335	0.09527301769052121
17783	0.0564712156912849
23714	0.03302358460259398
31623	0.01920695535779925
40071	0.01229729137958998
40071	0.091489059643157
42170	0.08341023995167458
56234	0.04894218177354155
74989	0.02833394379337196
100000	0.01629671835984772
103302	0.01530759141024336
103302	0.05782693576043237
133352	0.03565632948066991
177828	0.02048567492766095
237137	0.01171448897712099
316228	0.006690317965210239
381425	0.00464757990383207
381425	0.008194319664870428
421697	0.006734797536874804
562341	0.003839748636660082
724608	0.002344945636749386
724608	0.006401698957117586
749894	0.005984384980556622
1000000	0.003399823443468459
1333521	0.001934093766909374
1725700	0.001169450934677506
1725700	0.001350381543885977
1778279	0.00127354693863887
1851716	0.001176892316923085
1851716	0.002221616011202079
2371374	0.001366008248294137
2995109	0.0008644376033341995
2995109	0.0009757520794292777
3084894	0.0009208858803057675
3084894	0.001139899034872093
3162278	0.001085731873167593
3278277	0.001011558865975331
3278277	0.00143454200293882
3474850	0.001278943113329795
3474850	0.001380838103698778
4216965	0.0009429612138738699
5623413	0.0005357683736406202
7498942	0.0003053203070999351
10000000	0.0001746917498155516
10981374	0.0001458358443890243
10981374	0.0002112877142190156
13335214	0.0001448913287704593
17782794	8.318489483050017e-05
23713737	4.80559844088574e-05
31622777	2.798134387814732e-05
42169650	1.645286730794198e-05
54418090	1.038047701120486e-05
54418090	7.974470811637248e-05
56234133	7.475286636000737e-05
74989421	4.247485431341863e-05
100000000	2.421342274871422e-05
133352143	1.386203588185521e-05
177827941	7.979482926671579e-06
237137371	4.625370694415886e-06
316227766	2.704649912263997e-06
421696503	1.59863319588253e-06
562341325	9.572412684390507e-07
749894209	5.819877839923217e-07
1000000000	3.600396908605908e-07
1333521432	2.270346418767199e-07
1778279410	1.460954388704623e-07
2371373706	9.597190931894066e-08
3162277660	6.432981321184206e-08
4216965034	4.394484794724757e-08
5623413252	3.053833363440134e-08
7498942093	2.154209780452844e-08
10000000000	1.539039769798987e-08
13335214322	1.111159942412572e-08
17782794100	8.090958712798854e-09
23713737057	5.931520905378092e-09
31622776602	4.371623507097297e-09
42169650343	3.235298083641072e-09
56234132519	2.401974762825804e-09
74989420933	1.787642747365337e-09
100000000000	1.332903977301871e-09
133352143216	9.95241267180443e-10
177827941004	7.439100095782394e-10
237137370566	5.564953866193879e-10
316227766017	4.16548771214129e-10
421696503429	3.11937940737488e-10
562341325190	2.336788900735477e-10
749894209332	1.750986043264129e-10
