# iterations	 errorinentropy	 maxerror
1.146e+04	535.1	2055
2.552e+04	469.6	1877
4.331e+04	410.4	1730
6.534e+04	361.8	1589
9.174e+04	349.6	1562
1.234e+05	346.3	1562
1.588e+05	270.2	1306
1.95e+05	256	1197
2.375e+05	237.6	1197
2.876e+05	247.5	1188
3.388e+05	233.3	1188
3.925e+05	215.5	1188
4.566e+05	226.8	1188
5.217e+05	195.1	1052
5.879e+05	175.1	878.3
6.511e+05	172.4	878.3
7.216e+05	183.1	878.3
8.077e+05	189.2	878.3
8.943e+05	151.7	878.3
9.806e+05	177	878.3
1.074e+06	177	878.3
1.16e+06	159.9	846.8
1.26e+06	149.9	846.8
1.37e+06	172	846.8
1.488e+06	169	806.3
1.592e+06	163.8	714
1.692e+06	163.3	702.1
1.798e+06	133.2	702.1
1.91e+06	152.5	702.1
2.034e+06	144.4	702.1
2.177e+06	140.8	624.7
2.308e+06	139.9	542.6
2.426e+06	139.9	542.6
2.548e+06	90.5	542.6
2.686e+06	143.3	542.6
2.835e+06	102	542.6
3.001e+06	127.7	542.6
3.165e+06	147.8	542.6
3.345e+06	98.58	542.6
3.508e+06	98.54	542.6
3.654e+06	74.73	542.6
3.816e+06	132.8	542.6
4.015e+06	134.8	542.6
4.2e+06	128.8	542.6
4.405e+06	125.2	542.6
4.603e+06	138.1	542.6
4.79e+06	121.1	542.6
4.996e+06	93.59	542.6
5.203e+06	121.9	542.6
5.434e+06	72.09	542.6
5.633e+06	136.4	542.6
5.875e+06	118.7	541.1
6.071e+06	118.7	507.3
6.26e+06	118.6	507.3
6.481e+06	135.3	507.3
6.724e+06	87.81	507.3
6.967e+06	91.19	507.3
7.221e+06	125.3	507.3
7.458e+06	125.2	507.1
7.676e+06	125.2	504.1
7.897e+06	128.7	410.4
8.106e+06	129.8	413.9
8.319e+06	129.8	413.9
8.536e+06	134.7	422.9
8.754e+06	135.4	425
8.974e+06	135.3	425
9.199e+06	135.4	424.8
9.426e+06	135.5	425.3
9.658e+06	135.5	425.3
