# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.0206289
# min_important_energy after initialization: 48

# histogram method: simple flat
# init_iter_limit: 14400000
# iterations: 14400000
# working moves: 22073717
# total moves: 41622816
# acceptance rate: 0.530327

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0.024636
27  0.258653
28  0.713024
29  1.38735
30  2.27747
31  3.38011
32  4.68616
33  6.18094
34  7.84847
35  9.62725
36  11.5163
37  13.4929
38  15.5521
39  17.6964
40  19.9422
41  22.306
42  24.804
43  27.445
44  30.2308
45  33.258
46  38.4332
47  43.4484
48  48.0532
49  53.0532
50  58.0532
51  63.0532
52  68.0532
53  73.0532
54  78.0532
55  83.0532
56  88.0532
57  93.0532
58  98.0532
59  103.053
60  108.053
61  113.053
62  118.053
63  123.053
64  128.053
65  133.053
66  138.053
67  143.053
68  148.053
69  153.053
70  158.053
71  163.053
