# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.00958289
# min_important_energy after initialization: 114

# histogram method: simple flat
# init_iter_limit: 52900000
# iterations: 52900000
# working moves: 574225440
# total moves: 1216700000
# acceptance rate: 0.471953

# energy	samples
55  0
56  2803263
57  1523485
58  1000715
59  706902
60  517153
61  388223
62  297782
63  232276
64  184097
65  147553
66  119645
67  98359
68  81330
69  67866
70  57271
71  48509
72  41305
73  35417
74  30485
75  26448
76  23136
77  20122
78  17605
79  15616
80  13769
81  12157
82  10806
83  9615
84  8662
85  7791
86  7007
87  6280
88  5696
89  5122
90  4632
91  4186
92  3805
93  3462
94  3122
95  2833
96  2545
97  2284
98  2024
99  1771
100  1542
101  1336
102  1111
103  927
104  764
105  632
106  534
107  458
108  375
109  306
110  231
111  194
112  159
113  128
114  107
115  68
116  51
