# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 25
# walls: 0
# cell dimensions: (7.04102, 7.04102, 7.04102)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 144
# min_T: 0.2
# fractional_sample_error after initialization: 0.00822243
# min_important_energy after initialization: 123

# histogram method: simple flat
# init_iter_limit: 62500000
# iterations: 62500000
# working moves: 755216511
# total moves: 1562500000
# acceptance rate: 0.483339

# energy	samples
60  0
61  3464293
62  1882739
63  1242234
64  884094
65  652153
66  493439
67  380894
68  298377
69  237477
70  191678
71  156296
72  129218
73  107685
74  90409
75  76483
76  64949
77  55768
78  48016
79  41590
80  36228
81  31567
82  27671
83  24458
84  21747
85  19213
86  17085
87  15263
88  13702
89  12263
90  11043
91  9997
92  9095
93  8256
94  7465
95  6808
96  6204
97  5674
98  5160
99  4722
100  4355
101  4009
102  3693
103  3411
104  3143
105  2894
106  2635
107  2374
108  2137
109  1891
110  1667
111  1447
112  1280
113  1128
114  1000
115  891
116  801
117  705
118  611
119  531
120  442
121  383
122  304
123  229
124  136
125  38
