# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 104

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N21-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0.130705
53  0.355056
54  0.670811
55  1.07574
56  1.56762
57  2.14415
58  2.80297
59  3.542
60  4.35895
61  5.25136
62  6.21719
63  7.25403
64  8.36002
65  9.53284
66  10.7705
67  12.0711
68  13.4327
69  14.8536
70  16.3321
71  17.8668
72  19.4566
73  21.1004
74  22.7976
75  24.5476
76  26.3503
77  28.206
78  30.1148
79  32.0773
80  34.0946
81  36.1672
82  38.296
83  40.4809
84  42.7202
85  45.0125
86  47.3527
87  49.7296
88  52.1312
89  54.5392
90  56.9408
91  59.3264
92  61.7064
93  64.0928
94  66.5041
95  68.9628
96  71.4927
97  74.1311
98  76.9099
99  79.884
100  83.1338
101  86.8011
102  91.202
103  96.202
104  101.202
105  106.202
106  111.202
107  116.202
108  121.202
109  126.202
110  131.202
111  136.202
112  141.202
113  146.202
114  151.202
115  156.202
116  161.202
117  166.202
118  171.202
119  176.202
