# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.00996589
# min_important_energy after initialization: 80

# histogram method: simple flat
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 116320860
# total moves: 243519254
# acceptance rate: 0.477666

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0.0705373
43  0.254736
44  0.551623
45  0.953375
46  1.46824
47  2.07996
48  2.78217
49  3.58297
50  4.47458
51  5.45699
52  6.52003
53  7.67529
54  8.90863
55  10.221
56  11.6105
57  13.0798
58  14.6283
59  16.242
60  17.9383
61  19.7131
62  21.5617
63  23.5089
64  25.5353
65  27.6662
66  29.8914
67  32.2309
68  34.6895
69  37.2617
70  39.9713
71  42.8451
72  45.887
73  49.1216
74  52.4976
75  56.0223
76  59.6136
77  63.2382
78  66.9624
79  71.0727
80  76.0813
81  81.0813
82  86.0813
83  91.0813
84  96.0813
85  101.081
86  106.081
87  111.081
88  116.081
89  121.081
90  126.081
91  131.081
92  136.081
93  141.081
94  146.081
95  151.081
