# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 110

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N22-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0
53  0.0061376
54  0.104257
55  0.292461
56  0.568489
57  0.930533
58  1.37621
59  1.90362
60  2.51059
61  3.19491
62  3.95433
63  4.78672
64  5.68972
65  6.66138
66  7.69956
67  8.80195
68  9.96653
69  11.1911
70  12.4736
71  13.8121
72  15.2048
73  16.6498
74  18.1453
75  19.69
76  21.2824
77  22.9214
78  24.6062
79  26.3361
80  28.111
81  29.9306
82  31.7949
83  33.7045
84  35.6597
85  37.6613
86  39.71
87  41.806
88  43.9479
89  46.1337
90  48.3596
91  50.6207
92  52.9089
93  55.2171
94  57.5432
95  59.8899
96  62.269
97  64.7032
98  67.2106
99  69.8171
100  72.5422
101  75.3942
102  78.3864
103  81.5059
104  84.7386
105  88.1325
106  91.7368
107  95.657
108  100.052
109  105.052
110  110.052
111  115.052
112  120.052
113  125.052
114  130.052
115  135.052
116  140.052
117  145.052
118  150.052
119  155.052
120  160.052
121  165.052
122  170.052
123  175.052
124  180.052
125  185.052
126  190.052
127  195.052
128  200.052
129  205.052
130  210.052
131  215.052
