# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 22
# walls: 0
# cell dimensions: (6.7473, 6.7473, 6.7473)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 0.0131432
# min_important_energy after initialization: 108

# histogram method: simple flat
# init_iter_limit: 48400000
# iterations: 48400000
# working moves: 519304302
# total moves: 1064800000
# acceptance rate: 0.487701

# energy	samples
52  0
53  2946073
54  1610681
55  1057026
56  744851
57  544344
58  408152
59  311793
60  242850
61  192012
62  153803
63  124881
64  102325
65  84689
66  70637
67  59346
68  50157
69  42668
70  36417
71  31270
72  26959
73  23321
74  20366
75  17775
76  15540
77  13704
78  12098
79  10634
80  9382
81  8319
82  7424
83  6698
84  5970
85  5349
86  4835
87  4303
88  3848
89  3455
90  3109
91  2791
92  2454
93  2157
94  1854
95  1586
96  1333
97  1091
98  901
99  740
100  609
101  512
102  424
103  346
104  290
105  226
106  165
107  129
108  115
109  75
110  70
