# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 10
# walls: 0
# cell dimensions: (4.05649, 4.05649, 8.48528)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 0.0528759
# min_important_energy after initialization: 37

# histogram method: simple flat
# init_iter_limit: 10000000
# iterations: 10000000
# working moves: 4151915
# total moves: 8904970
# acceptance rate: 0.466247

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0.123358
21  0.610893
22  1.47667
23  2.72907
24  4.33176
25  6.22954
26  8.31714
27  10.4884
28  12.7618
29  15.1029
30  17.4887
31  20.0301
32  22.8739
33  26.3184
34  29.864
35  34.8916
36  38.5751
37  43.2978
38  102.928
39  107.928
40  112.928
41  117.928
42  122.928
43  127.928
44  132.928
45  137.928
46  142.928
47  147.928
48  152.928
49  157.928
50  162.928
51  167.928
52  172.928
53  177.928
54  182.928
55  187.928
56  192.928
57  197.928
58  202.928
59  207.928
