# version: 0.0.0-135-ga62a855-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 1
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 0.0106949
# min_important_energy after initialization: 66

# histogram method: simple flat
# init_iter_limit: 19600000
# iterations: 19600000
# working moves: 47171682
# total moves: 95852792
# acceptance rate: 0.492126

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0.14577
36  0.422182
37  0.82724
38  1.35034
39  1.99117
40  2.7504
41  3.61422
42  4.58961
43  5.66364
44  6.83501
45  8.10464
46  9.46009
47  10.9078
48  12.4414
49  14.0561
50  15.7591
51  17.5428
52  19.4053
53  21.3538
54  23.3823
55  25.4647
56  27.5984
57  29.7975
58  32.0685
59  34.434
60  36.9001
61  39.5009
62  42.3336
63  45.4373
64  48.9292
65  53.0794
66  58.6017
67  117.822
68  117.822
69  117.822
70  117.822
71  117.822
72  117.822
73  117.822
74  117.822
75  117.822
76  117.822
77  117.822
78  117.822
79  117.822
80  117.822
81  117.822
82  117.822
83  117.822
