# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 21
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 51

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N12-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0.238069
28  0.691951
29  1.36485
30  2.25678
31  3.36503
32  4.68005
33  6.1842
34  7.84986
35  9.64505
36  11.5426
37  13.5291
38  15.5995
39  17.7529
40  19.9924
41  22.3337
42  24.8041
43  27.4377
44  30.2341
45  33.2776
46  38.2776
47  43.2776
48  48.2776
49  53.2776
50  58.2776
51  63.2776
52  68.2776
53  73.2776
54  78.2776
55  83.2776
56  88.2776
57  93.2776
58  98.2776
59  103.278
60  108.278
61  113.278
62  118.278
63  123.278
64  128.278
65  133.278
66  138.278
67  143.278
68  148.278
69  153.278
70  158.278
71  163.278
