# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 21
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 52900000
# working moves: 578288328
# total moves: 1216700000
# acceptance rate: 0.475292

# min_important_energy: 117

# energy   counts
38  26
39  97
40  407
41  2055
42  7869
43  26168
44  77875
45  215391
46  524883
47  1154642
48  2310738
49  4165968
50  6814089
51  10098230
52  13604419
53  16688943
54  18684724
55  19118474
56  19112474
57  19115693
58  19091065
59  19096615
60  19084022
61  19089501
62  19071852
63  19068161
64  19062227
65  19065093
66  19067395
67  19089299
68  19079987
69  19113693
70  19112455
71  19059736
72  19031056
73  18941459
74  18861126
75  18788143
76  18759988
77  18772463
78  18663364
79  18601330
80  18532468
81  18522318
82  18505014
83  18501603
84  18498415
85  18508796
86  18493934
87  18469636
88  18453120
89  18501184
90  18484275
91  18513962
92  18568086
93  18659403
94  18864978
95  18951144
96  19064618
97  19122817
98  19257038
99  19369997
100  19462302
101  19632994
102  19815607
103  19999414
104  20152786
105  20342120
106  20234599
107  20058209
108  19651696
109  18275974
110  16711095
111  14060945
112  18575288
113  19541821
114  19008323
115  7443985
116  595796
117  1045
