# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 20
# walls: 0
# cell dimensions: (6.53631, 6.53631, 6.53631)
# seed: 21
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 98

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N20-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0.164585
51  0.426513
52  0.78324
53  1.23229
54  1.77136
55  2.39802
56  3.11002
57  3.90473
58  4.77979
59  5.73289
60  6.76201
61  7.86482
62  9.03914
63  10.2829
64  11.5942
65  12.9715
66  14.4129
67  15.917
68  17.4826
69  19.1092
70  20.7962
71  22.5438
72  24.3523
73  26.2223
74  28.1548
75  30.1515
76  32.2133
77  34.3417
78  36.5373
79  38.7999
80  41.1309
81  43.527
82  45.9834
83  48.4973
84  51.0596
85  53.6577
86  56.272
87  58.869
88  61.4224
89  63.9286
90  66.417
91  68.9332
92  71.5423
93  74.3308
94  77.4522
95  81.2208
96  86.2208
97  91.2208
98  96.2208
99  101.221
100  106.221
101  111.221
102  116.221
103  121.221
104  126.221
105  131.221
106  136.221
107  141.221
108  146.221
109  151.221
110  156.221
111  161.221
112  166.221
113  171.221
114  176.221
115  181.221
116  186.221
117  191.221
118  196.221
119  201.221
