#T     nvapor     nliquid       phi(nvap)        phi(nliq)         nparticular
0.1  2.38732414638e-11  0.119665370741  9.80863800454e-11  -1.4779932167e-08  0.0145634636687
0.3281573125  2.38732414638e-11  0.11621664498  -5.64858143173e-11  -1.83241571694e-07  0.0776670124628
0.522997  0.11621664498  0.116216645262  -0.234063322586  -0.234063322586  0.11621664498
0.6879323125  0.116216645179  0.116216645611  -0.447878481228  -0.447878481228  0.116216645179
0.826192  0.116216645214  0.116216645456  -0.631510115809  -0.631510115809  0.116216645214
0.9408203125  0.116216645264  0.116216645619  -0.785445728379  -0.785445728379  0.116216645264
1.034677  0.116216645346  0.116216645778  -0.91224547705  -0.91224547705  0.116216645346
1.1104373125  0.116216645579  0.116216645725  -1.01496778352  -1.01496778352  0.116216645579
1.170592  0.116216645589  0.116216645776  -1.09672013755  -1.09672013755  0.116216645589
1.2174473125  0.116216645613  0.116216646813  -1.16049696219  -1.16049696219  0.116216645613
1.253125  0.11621664679  0.116216647492  -1.20911091892  -1.20911091892  0.11621664679
1.2795623125  0.116216647071  0.116216647083  -1.24516020932  -1.24516020932  0.116216647071
1.298512  0.116216647073  0.116216647369  -1.27101245882  -1.27101245882  0.116216647073
1.3115423125  0.116216647158  0.116216647293  -1.28879509761  -1.28879509761  0.116216647158
1.320037  0.116216647163  0.116216647219  -1.30039046242  -1.30039046242  0.116216647163
1.3251953125  0.116216647165  0.116216647425  -1.30743258523  -1.30743258523  0.116216647165
1.328032  0.116216647297  0.11621664739  -1.31130552985  -1.31130552985  0.116216647297
1.3293773125  0.116216647297  0.116216647722  -1.31314236078  -1.31314236078  0.116216647297
1.329877  0.116216647298  0.116216647423  -1.31382464336  -1.31382464336  0.116216647298
1.3299923125  0.116216647302  0.116216647418  -1.31398208562  -1.31398208562  0.116216647302
1.33  0.116216647303  0.1162166474  -1.31399255513  -1.31399255513  0.116216647303
