# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 14
# walls: 0
# cell dimensions: (5.80361, 5.80361, 5.80361)
# seed: 10
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 84
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 66

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N14-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0.00693195
35  0.150565
36  0.425826
37  0.828032
38  1.35249
39  1.99486
40  2.75088
41  3.61604
42  4.58608
43  5.65687
44  6.82445
45  8.08494
46  9.43506
47  10.8721
48  12.3944
49  14.001
50  15.6914
51  17.4664
52  19.3249
53  21.2659
54  23.2845
55  25.3741
56  27.5271
57  29.7393
58  32.0177
59  34.3794
60  36.8515
61  39.4708
62  42.2883
63  45.3783
64  48.8598
65  52.9722
66  57.9722
67  62.9722
68  67.9722
69  72.9722
70  77.9722
71  82.9722
72  87.9722
73  92.9722
74  97.9722
75  102.972
76  107.972
77  112.972
78  117.972
79  122.972
80  127.972
81  132.972
82  137.972
83  142.972
