# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 10
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 52900000
# working moves: 581729066
# total moves: 1216700000
# acceptance rate: 0.47812

# energy	samples
55  0
56  2902400
57  1578854
58  1035947
59  732362
60  536602
61  403402
62  309309
63  241536
64  191621
65  153548
66  124502
67  102114
68  84382
69  70485
70  59207
71  50007
72  42734
73  36630
74  31631
75  27511
76  23895
77  20853
78  18312
79  16154
80  14267
81  12653
82  11223
83  9968
84  8917
85  8005
86  7183
87  6513
88  5859
89  5271
90  4770
91  4313
92  3879
93  3521
94  3204
95  2906
96  2604
97  2341
98  2066
99  1824
100  1573
101  1339
102  1114
103  946
104  815
105  688
106  594
107  502
108  396
109  308
110  234
111  173
112  135
113  108
114  93
115  67
116  59
