# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 10
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.0130183
# min_important_energy after initialization: 80

# histogram method: simple flat
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 235460132
# total moves: 491300000
# acceptance rate: 0.479259

# min_important_energy: 80

# energy   counts
27  11
28  165
29  785
30  3811
31  17994
32  64252
33  199072
34  541391
35  1251184
36  2517300
37  4417918
38  6742553
39  9058500
40  10740157
41  11249329
42  11283767
43  11332193
44  11353912
45  11367379
46  11420709
47  11493853
48  11522333
49  11566001
50  11599462
51  11615946
52  11590240
53  11576298
54  11616057
55  11597207
56  11661191
57  11663561
58  11657005
59  11657898
60  11720073
61  11576173
62  11436948
63  11327100
64  11312759
65  11145211
66  11034559
67  11067781
68  11071423
69  11082474
70  11218448
71  11227156
72  11363011
73  11195968
74  11324130
75  11721878
76  11779853
77  11437538
78  10969521
79  10603851
80  10847019
81  417244
82  38911
83  1537
