0	2.28653e-44
0.0498442	2.28645e-44
0.0996885	2.28622e-44
0.149533	2.28592e-44
0.199377	2.2856e-44
0.249221	2.28525e-44
0.299065	2.28489e-44
0.34891	2.28452e-44
0.398754	2.28413e-44
0.448598	2.28372e-44
0.498442	2.28329e-44
0.548287	2.28284e-44
0.598131	2.28236e-44
0.647975	2.28185e-44
0.697819	2.2813e-44
0.747664	2.28072e-44
0.797508	2.2801e-44
0.847352	2.27944e-44
0.897196	2.27873e-44
0.94704	2.27797e-44
0.996885	2.27715e-44
1.04673	2.27628e-44
1.09657	2.27534e-44
1.14642	2.27434e-44
1.19626	2.27327e-44
1.24611	2.27213e-44
1.29595	2.27092e-44
1.34579	2.26964e-44
1.39564	1.34586e-40
1.44548	2.52145e-34
1.49533	1.36483e-28
1.54517	2.13497e-23
1.59502	9.65537e-19
1.64486	1.26328e-14
1.6947	4.7874e-11
1.74455	5.26708e-08
1.79439	1.69051e-05
1.84424	0.00160144
1.89408	0.0462646
1.94393	0.453815
1.99377	1.46141
2.04361	2.1722
2.09346	1.30874
2.1433	1.11534
2.19315	0.995682
2.24299	0.908305
2.29283	0.840394
2.34268	0.785779
2.39252	0.740825
2.44237	0.703161
2.49221	0.671223
2.54206	0.643993
2.5919	0.620744
2.64174	0.600886
2.69159	0.583928
2.74143	0.5695
2.79128	0.557339
2.84112	0.547208
2.89097	0.53888
2.94081	0.532227
2.99065	0.527169
3.0405	0.523564
3.09034	0.521271
3.14019	0.520217
3.19003	0.520334
3.23988	0.521568
3.28972	0.523878
3.33956	0.527275
3.38941	0.531792
3.43925	0.537191
3.4891	0.543154
3.53894	0.54973
3.58879	0.556961
3.63863	0.564592
3.68847	0.572359
3.73832	0.58024
3.78816	0.58815
3.83801	0.595888
3.88785	0.60331
3.93769	0.609944
3.98754	0.615125
4.03738	0.618707
4.08723	0.620995
4.13707	0.622274
4.18692	0.62275
4.23676	0.622583
4.2866	0.621911
4.33645	0.620847
4.38629	0.619492
4.43614	0.617927
4.48598	0.616224
4.53583	0.61444
4.58567	0.612628
4.63551	0.610826
4.68536	0.60907
4.7352	0.607385
4.78505	0.605794
4.83489	0.604314
4.88474	0.602956
4.93458	0.601728
4.98442	0.600637
5.03427	0.599683
5.08411	0.598866
5.13396	0.598183
5.1838	0.59763
5.23364	0.597199
5.28349	0.596884
5.33333	0.596675
5.38318	0.596563
5.43302	0.596536
5.48287	0.596585
5.53271	0.596697
5.58255	0.596863
5.6324	0.59707
5.68224	0.597309
5.73209	0.59757
5.78193	0.597844
5.83178	0.598121
5.88162	0.598396
5.93146	0.598661
5.98131	0.598912
6.03115	0.599145
6.081	0.599358
6.13084	0.59955
6.18069	0.59972
6.23053	0.599867
6.28037	0.599993
6.33022	0.600098
6.38006	0.600184
6.42991	0.600251
6.47975	0.600303
6.5296	0.600339
6.57944	0.600363
6.62928	0.600375
6.67913	0.600378
6.72897	0.600372
6.77882	0.60036
6.82866	0.600342
6.8785	0.60032
6.92835	0.600295
6.97819	0.600268
7.02804	0.600241
7.07788	0.600212
7.12773	0.600184
7.17757	0.600157
7.22741	0.600131
7.27726	0.600106
7.3271	0.600083
7.37695	0.600062
7.42679	0.600043
7.47664	0.600026
7.52648	0.60001
7.57632	0.599997
7.62617	0.599985
7.67601	0.599975
7.72586	0.599967
7.7757	0.59996
7.82555	0.599955
7.87539	0.599951
7.92523	0.599949
