# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 21
# walls: 0
# cell dimensions: (6.64348, 6.64348, 6.64348)
# seed: 11
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 120
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 104

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N21-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  -0.0631355
51  -0.0282366
52  0.102468
53  0.326819
54  0.642575
55  1.04751
56  1.53938
57  2.11591
58  2.77474
59  3.51377
60  4.33071
61  5.22312
62  6.18895
63  7.2258
64  8.33178
65  9.5046
66  10.7423
67  12.0428
68  13.4045
69  14.8253
70  16.3039
71  17.8385
72  19.4284
73  21.0722
74  22.7694
75  24.5194
76  26.3221
77  28.1778
78  30.0866
79  32.0491
80  34.0664
81  36.1389
82  38.2677
83  40.4526
84  42.6919
85  44.9842
86  47.3245
87  49.7014
88  52.103
89  54.511
90  56.9125
91  59.2982
92  61.6781
93  64.0646
94  66.4759
95  68.9345
96  71.4645
97  74.1029
98  76.8817
99  79.8558
100  83.1056
101  86.7729
102  91.1738
103  96.1738
104  101.174
105  106.174
106  111.174
107  116.174
108  121.174
109  126.174
110  131.174
111  136.174
112  141.174
113  146.174
114  151.174
115  156.174
116  161.174
117  166.174
118  171.174
119  176.174
