# version: 0.0.0-205-g2032787-dirty
# well_width: 1.3
# ff: 0.3
# N: 10
# walls: 0
# cell dimensions: (4.05649, 4.05649, 8.48528)
# seed: 9
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 60
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 37

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N10-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0.129522
21  0.617495
22  1.47824
23  2.71839
24  4.32111
25  6.22245
26  8.30395
27  10.4647
28  12.7134
29  15.0526
30  17.4519
31  19.9844
32  22.787
33  26.2178
34  29.7297
35  34.6276
36  38.2636
37  42.8373
38  47.8373
39  52.8373
40  57.8373
41  62.8373
42  67.8373
43  72.8373
44  77.8373
45  82.8373
46  87.8373
47  92.8373
48  97.8373
49  102.837
50  107.837
51  112.837
52  117.837
53  122.837
54  127.837
55  132.837
56  137.837
57  142.837
58  147.837
59  152.837
