#T     nvapor     nliquid       phi(nvap)        phi(nliq)         nparticular
0.07  1e-10  0.148905181198  5.6985422381e-10  1.33283251103e-09  0.0179750462688
1.00239381991  4.38580941816e-05  0.14807261024  -4.38483912028e-05  -4.38612571547e-05  0.0626807103678
1.36939367715  0.000302086048795  0.145751739878  -0.000408721745116  -0.00040873517191  0.0631731439947
1.62365475428  0.000698279659834  0.144105330053  -0.00110840557383  -0.00110839709781  0.0635465775487
1.82083150232  0.00114670564319  0.142814543615  -0.00202125502574  -0.0020212621959  0.0638492538718
1.98272258447  0.0016078626436  0.14174795938  -0.00305893330172  -0.00305894083918  0.0641038739991
2.12041642787  0.00206418841667  0.140836915173  -0.00416672207104  -0.00416673100745  0.0643235326148
2.24039808227  0.00250792161046  0.140040628844  -0.00531100034433  -0.0053119137661  0.0645164966714
2.34681421584  0.00293582682174  0.139332589975  -0.00647073296312  -0.00647142054132  0.0646885925058
2.4424876881  0.00334689176608  0.138694743266  -0.00763261696536  -0.00763314481796  0.0648437521869
2.52943198003  0.00374117230203  0.138114089443  -0.00878811286789  -0.00878854307822  0.0649849444058
2.60913626108  0.00411924630251  0.137580961299  -0.00993173072087  -0.00993208084054  0.0651144254377
2.68273434693  0.00448192988818  0.137087987631  -0.0110599703995  -0.0110602550687  0.0652339451217
2.75111028171  0.00483012915571  0.136629395288  -0.0121706520948  -0.012170891846  0.0653448893819
2.81496720437  0.00516476074571  0.136200584676  -0.0132624838788  -0.0132626885297  0.0654483761402
2.87487388776  0.00548671166528  0.135797834763  -0.0143347782849  -0.0143349571797  0.0655453185575
2.93129714247  0.00579682087977  0.135418074283  -0.0153872611846  -0.0153874221384  0.0656364731058
2.98462496196  0.00609586982247  0.135058758911  -0.0164199412883  -0.0164200792267  0.0657224740307
3.0351834233  0.00638458175321  0.134717744309  -0.0174330219053  -0.0174331409567  0.0658038555363
3.08324926897  0.00666362258575  0.13439320713  -0.0184268370848  -0.0184269444026  0.0658810739737
3.12905943398  0.00693360318024  0.13408358824  -0.0194018069188  -0.0194018973364  0.0659545234305
3.17281837005  0.00719508382924  0.13378753767  -0.0203584072502  -0.0203584682006  0.066024544343
3.21470375294  0.00744858071298  0.133503894674  -0.0212971507832  -0.0212972230207  0.0660914275005
3.25487098442  0.00769456365363  0.13323162149  -0.0222185609896  -0.0222186213358  0.066155439638
3.29345678293  0.00793346823046  0.132969821069  -0.023123173447  -0.0231232368903  0.0662168056474
3.33058207618  0.00816569238279  0.132717694242  -0.0240115170166  -0.0240115568336  0.0662757329584
