#T     nvapor     nliquid       phi(nvap)        phi(nliq)         nparticular
0.331  1e-10  0.151800523159  1.69027622579e-11  -9.66421462856e-08  0.0619040933375
0.341  1e-10  0.151762033197  -4.2449742689e-12  -2.54256555809e-08  0.0619176386465
0.351  1e-10  0.151722106545  -2.53920980144e-11  1.15467819306e-07  0.0619308202972
0.361  1.33531417286e-10  0.151680814354  -4.82048365785e-11  -1.04555923697e-07  0.0619436519644
0.371  2.28049455889e-10  0.151638307749  -8.46063444552e-11  3.18770163599e-08  0.0619562322535
0.381  3.78676902788e-10  0.151594698608  -1.44275861065e-10  -8.1718022793e-08  0.0619685483638
0.391  6.12682078076e-10  0.151550075226  -2.39558677731e-10  9.24366740929e-08  0.061980673737
0.401  9.67780519772e-10  0.151504416332  -3.8807987e-10  -1.28228122565e-07  0.0619925879032
0.411  1.49502880173e-09  0.151457921174  -6.14456520389e-10  -1.19734777648e-09  0.062004359649
0.421  2.26227494333e-09  0.151410600168  -9.52417166125e-10  1.69898406455e-08  0.062015986768
0.431  3.35805886005e-09  0.151362437809  -1.44732291926e-09  5.15661922051e-08  0.0620274888799
0.441  4.89609307875e-09  0.151313649577  -2.15917483366e-09  -2.7455146645e-07  0.0620388603356
0.451  7.0200606406e-09  0.151264127579  -3.1660431577e-09  -6.6958919076e-08  0.0620501716268
0.461  9.90922062584e-09  0.151214043745  -4.56814376537e-09  -1.75111047884e-08  0.0620613936815
0.471  1.37840900193e-08  0.15116331574  -6.49229077171e-09  -4.2684651147e-08  0.0620725425494
0.481  1.89125853722e-08  0.151112062204  -9.09692380246e-09  2.26497346434e-07  0.0620836514631
0.491  2.56169041607e-08  0.151060305644  -1.25778491927e-08  6.89416252975e-08  0.0620946792286
0.501  3.42797714384e-08  0.151008103002  -1.7174073693e-08  -1.16629448321e-08  0.062105670506
0.511  4.53517465123e-08  0.150955353032  -2.31745824636e-08  -6.72349591557e-08  0.0621166308584
0.521  5.93581014844e-08  0.150902259904  -3.09252904989e-08  -1.20501562062e-08  0.0621275701095
0.531  7.69061036093e-08  0.150848744195  -4.08366797762e-08  -7.76444610828e-08  0.0621384816797
0.541  9.86915503779e-08  0.150794770348  -5.33913860201e-08  -8.77321681969e-08  0.0621493811702
0.551  1.2550610113e-07  0.150740534504  -6.91526591249e-08  -1.36431808517e-07  0.0621602668825
0.561  1.58243261962e-07  0.150685859151  -8.8772591079e-08  -1.45355184777e-07  0.0621711486248
0.571  1.979052308e-07  0.150630859718  -1.13000968622e-07  -1.40876926569e-07  0.0621820315172
0.581  2.45608456921e-07  0.150575589091  -1.42694066354e-07  -1.54995899893e-07  0.062192914591
0.591  3.02589035258e-07  0.150520029293  -1.78823340276e-07  -1.03176401423e-07  0.062203812105
0.601  3.70207665691e-07  0.150464120902  -2.22484859105e-07  -8.27928954283e-08  0.0622147160061
0.611  4.49955953579e-07  0.150408032119  -2.74908434166e-07  -3.12209512687e-07  0.0622256164941
0.621  5.43453907211e-07  0.150351588102  -3.37463702372e-07  -2.5475417087e-07  0.062236553917
0.631  6.52464239638e-07  0.15029495937  -4.11674533143e-07  -5.2991138344e-07  0.0622474854357
0.641  7.78879127741e-07  0.150238055889  -4.99218738757e-07  -4.11837066228e-07  0.0622584658329
0.651  9.24741119837e-07  0.150180885245  -6.0194632514e-07  -4.13442136082e-07  0.0622694653548
0.661  1.09223095768e-06  0.150123519095  -7.21881276971e-07  -6.47556875899e-07  0.0622804737006
0.671  1.2836670821e-06  0.150065950584  -8.61226238436e-07  -7.17925224825e-07  0.062291520915
0.681  1.50152045811e-06  0.150008188133  -1.02238011629e-06  -1.12802700714e-06  0.0623025772373
0.691  1.74838560168e-06  0.149950198039  -1.20792509473e-06  -1.03338679991e-06  0.0623136994338
0.701  2.02702431105e-06  0.149892046918  -1.42066407628e-06  -1.41515482577e-06  0.0623248273326
0.711  2.3403106744e-06  0.149833704971  -1.66358980576e-06  -1.64643277567e-06  0.0623359994566
0.721  2.69127358593e-06  0.149775128518  -1.93992017491e-06  -2.09852733168e-06  0.0623471906628
0.731  3.08305359267e-06  0.149716442928  -2.25307542619e-06  -2.26192599673e-06  0.0623584461175
0.741  3.51894507284e-06  0.149657593154  -2.60671282958e-06  -2.5588520367e-06  0.0623697345795
0.751  4.00234875399e-06  0.149598529731  -3.00470257673e-06  -2.81468971042e-06  0.0623810639906
0.761  4.53680910724e-06  0.149539344685  -3.45115510515e-06  -3.37702589293e-06  0.0623924203866
0.771  5.12597148103e-06  0.149479997516  -3.95039977938e-06  -4.14944341287e-06  0.062403803963
0.781  5.77356451005e-06  0.149420501556  -4.50697775025e-06  -4.58191926178e-06  0.0624152572457
0.791  6.4834746678e-06  0.149360868534  -5.12569922507e-06  -5.22495713118e-06  0.0624267451501
0.801  7.25965496737e-06  0.149301111972  -5.81157842369e-06  -5.84317146601e-06  0.0624382833169
0.811  8.10616649521e-06  0.149241239316  -6.56987294065e-06  -6.50833128324e-06  0.0624498679941
0.821  9.02715774836e-06  0.149181116807  -7.40607791398e-06  -7.37598610989e-06  0.0624614904288
0.831  1.00268399869e-05  0.149120961284  -8.32589722195e-06  -8.22776080689e-06  0.0624731610105
0.841  1.11095224604e-05  0.149060658872  -9.33527816067e-06  -9.13069108099e-06  0.0624848839354
0.851  1.22795952534e-05  0.14900022805  -1.04404124804e-05  -1.03549368027e-05  0.0624966381774
0.861  1.35414708115e-05  0.148939724239  -1.1647673127e-05  -1.16076596735e-05  0.0625084498188
0.871  1.48996380842e-05  0.148879097737  -1.29636812406e-05  -1.29731642413e-05  0.0625203030497
0.881  1.6358622505e-05  0.148818334264  -1.4395260169e-05  -1.43748112591e-05  0.0625322130198
0.891  1.79230370686e-05  0.148757434689  -1.59494702547e-05  -1.59613884316e-05  0.062544170795
0.901  1.95974417083e-05  0.148696424825  -1.76335373556e-05  -1.75042791595e-05  0.0625561836986
0.911  2.13865670248e-05  0.148635329351  -1.94549829451e-05  -1.94838422771e-05  0.0625682242495
0.921  2.32950230989e-05  0.148574159972  -2.14214102392e-05  -2.14761919095e-05  0.062580327694
0.931  2.53275526897e-05  0.14851290949  -2.35407226986e-05  -2.38055014619e-05  0.0625924684416
0.941  2.7488736169e-05  0.148451533015  -2.58208678794e-05  -2.59138092042e-05  0.0626046813116
0.951  2.97834127392e-05  0.148390025084  -2.82701743007e-05  -2.83943399892e-05  0.0626169348737
0.961  3.2216218549e-05  0.148328448799  -3.08970162513e-05  -3.10621079842e-05  0.0626292331886
0.971  3.47918690323e-05  0.148266762531  -3.37099487182e-05  -3.38198681915e-05  0.0626415928733
0.981  3.75150663186e-05  0.148205054171  -3.67177541308e-05  -3.6842218865e-05  0.0626539963197
0.991  4.03904978457e-05  0.148143171772  -3.99293287255e-05  -4.0088334422e-05  0.0626664502614
1.001  4.34227349874e-05  0.148081271088  -4.33536782801e-05  -4.3378636553e-05  0.0626789621329
1.011  4.66164945568e-05  0.148019245231  -4.70000807522e-05  -4.698106575e-05  0.0626915173347
1.021  4.99763779689e-05  0.14795714186  -5.08778717786e-05  -5.08502983934e-05  0.0627041240025
1.031  5.35069370751e-05  0.147894903565  -5.49965357705e-05  -5.49933514238e-05  0.0627167825139
1.041  5.7212668016e-05  0.147832702872  -5.93656313116e-05  -5.92783994537e-05  0.0627294939993
1.051  6.10980159853e-05  0.147770371094  -6.3994880044e-05  -6.37101877858e-05  0.0627422603483
1.061  6.51676692898e-05  0.147707893965  -6.88943635834e-05  -6.88524708126e-05  0.0627550502252
1.071  6.9425757399e-05  0.147645441926  -7.40737490634e-05  -7.40227067684e-05  0.0627679108929
1.081  7.38766282152e-05  0.147582903947  -7.95431277385e-05  -7.93437197517e-05  0.0627808208989
1.091  7.8524808831e-05  0.147520231708  -8.5312885785e-05  -8.52907718425e-05  0.0627937687389
1.101  8.33742764395e-05  0.147457516447  -9.13930267917e-05  -9.1398941531e-05  0.062806767683
1.111  8.84293498286e-05  0.147394771251  -9.77939906085e-05  -9.7898366622e-05  0.0628198165592
1.121  9.36939091391e-05  0.147331935322  -0.000104525975447  -0.000104472295737  0.0628329275567
1.131  9.91722005797e-05  0.147268956617  -0.000111599671718  -0.000111503540693  0.0628460817322
1.141  0.000104868170366  0.147206003547  -0.000119025531038  -0.000118872585118  0.0628592855089
1.151  0.000110785949307  0.147142954705  -0.000126814428228  -0.000126972597164  0.0628725100361
1.161  0.000116928888607  0.147079819373  -0.000134976493164  -0.000135114429904  0.0628858115463
1.171  0.000123300934009  0.14701660674  -0.000143522577054  -0.000143556554179  0.0628991561839
1.181  0.000129905926681  0.146953403897  -0.000152463607383  -0.000152551787564  0.0629125401611
1.191  0.000136747352314  0.146890091161  -0.000161810157944  -0.000161888648586  0.0629259744928
1.201  0.000143828677124  0.146826779735  -0.000171573092541  -0.000171665271296  0.0629394585272
1.211  0.000151153430731  0.146763376073  -0.000181763102755  -0.000181773834419  0.0629529937553
1.221  0.00015872507858  0.146699858106  -0.000192391204808  -0.000192412831533  0.0629665648742
1.231  0.000166546909119  0.146636321504  -0.000203468173903  -0.000203522842161  0.0629801847314
1.241  0.000174622045179  0.146572788051  -0.000215004853013  -0.000215107320111  0.0629938448038
1.251  0.000182953569611  0.146509094629  -0.000227011905627  -0.000227025054298  0.0630075597121
1.261  0.000191544728348  0.146445433266  -0.000239500488577  -0.000239541046793  0.0630213097695
1.271  0.000200398497461  0.146381701105  -0.000252481384584  -0.000252607715431  0.0630351071363
1.281  0.000209517507119  0.146317839589  -0.000265965117479  -0.000266013860843  0.0630489512278
1.291  0.000218904962791  0.146253982931  -0.000279962951524  -0.000280091364122  0.0630628323733
1.301  0.000228563319307  0.146190123545  -0.000294485325537  -0.00029460315442  0.0630767612367
1.311  0.000238495313662  0.146126151828  -0.000309543144611  -0.000309653005772  0.0630907313842
1.321  0.00024870318865  0.146062082462  -0.000325146645904  -0.000324953875412  0.0631047645345
1.331  0.000259190387306  0.145998081176  -0.000341307851286  -0.000341290435439  0.0631188063162
1.341  0.000269958551471  0.14593400686  -0.000358036365847  -0.000358036993983  0.0631329005249
1.351  0.000281010296558  0.145869855099  -0.000375343243552  -0.000375438216243  0.0631470332426
1.361  0.00029234738988  0.145805656101  -0.0003932383858  -0.000393149140193  0.0631612197038
1.371  0.00030397303765  0.145741455835  -0.000411733546965  -0.000411789471987  0.063175424766
1.381  0.000315888329179  0.145677123747  -0.000430838169105  -0.000430843515604  0.0631896869409
1.391  0.000328095775437  0.145612793342  -0.000450562988642  -0.00045047021844  0.0632039851531
1.401  0.000340597163989  0.145548450589  -0.000470918543881  -0.000470746042302  0.0632183290028
1.411  0.000353395357681  0.145483988832  -0.000491916123012  -0.000492070190787  0.0632326802797
1.421  0.000366490096493  0.145419534172  -0.000513563471033  -0.000513403287983  0.0632471140291
1.431  0.000379885621711  0.145355055273  -0.000535874215852  -0.000536128539361  0.0632615306492
1.441  0.000393581247891  0.145290522095  -0.000558854907014  -0.000558849587827  0.0632760284557
1.451  0.000407579564958  0.145225984325  -0.000582517667223  -0.000582371926783  0.0632905653904
1.461  0.000421882891032  0.145161362786  -0.000606873033541  -0.000606872997246  0.0633051089954
1.471  0.000436491798789  0.145096708169  -0.00063192996195  -0.000632005052908  0.0633196974601
1.481  0.000451407266683  0.145032025733  -0.000657697954039  -0.000657665763929  0.0633343313882
1.491  0.000466631277559  0.144967277985  -0.000684187315135  -0.000684040869267  0.0633490029947
1.501  0.0004821659773  0.144902487191  -0.000711409128595  -0.000711550696042  0.0633636816825
1.511  0.000498009904316  0.144837690535  -0.000739369809021  -0.00073922755695  0.0633784298171
1.521  0.000514167345054  0.14477289949  -0.000768082366517  -0.00076810631161  0.0633931833462
1.531  0.000530636514109  0.144708026774  -0.000797553520607  -0.000797401546181  0.0634079929928
1.541  0.000547420553873  0.14464309139  -0.000827794981316  -0.000827765542077  0.0634228113199
1.551  0.000564519541952  0.144578188753  -0.000858814594339  -0.000858804576342  0.0634376748969
1.561  0.000581933473991  0.14451320459  -0.000890621104795  -0.000890417341673  0.0634525833837
1.571  0.000599665037706  0.144448133763  -0.000923225546247  -0.000923088153282  0.0634674996505
1.581  0.000617714179122  0.144383139145  -0.000956636547253  -0.000956703909159  0.0634824440115
1.591  0.000636081289114  0.144318066264  -0.000990862205758  -0.000991064634239  0.0634974182391
1.601  0.000654766675614  0.14425293994  -0.00102591065522  -0.00102602159854  0.0635124429066
1.611  0.000673771021539  0.14418780315  -0.00106179150297  -0.00106177899088  0.0635274961598
1.621  0.000693095352642  0.144122657926  -0.00109851380968  -0.00109842470761  0.063542576389
1.631  0.000712740441116  0.144057439056  -0.0011360865235  -0.00113603358518  0.0635576796578
1.641  0.00073270625441  0.143992192543  -0.00117451767592  -0.00117451091937  0.0635728013848
1.651  0.000752993188476  0.143926904549  -0.00121381549257  -0.00121382779059  0.0635879626796
1.661  0.00077360176277  0.143861658266  -0.00125398861144  -0.00125405326918  0.0636031482114
1.671  0.000794531418008  0.143796358567  -0.00129504420914  -0.00129500240797  0.0636183658034
1.681  0.000815782599227  0.143731002114  -0.00133699063941  -0.00133673456288  0.0636336192577
1.691  0.000837357957787  0.143665641445  -0.00137983912711  -0.00137981285398  0.0636488728797
1.701  0.000859255255808  0.143600240001  -0.00142359583483  -0.00142391283708  0.0636641368587
1.711  0.000881474034477  0.143534777639  -0.00146826574862  -0.00146856695201  0.0636794553882
1.721  0.00090401406915  0.143469332509  -0.00151385678938  -0.00151383643631  0.0636948220867
1.731  0.000926878082667  0.143403863875  -0.00156038097178  -0.00156042599908  0.06371018485
1.741  0.000950064141033  0.143338368245  -0.00160784286832  -0.00160786323555  0.0637255747417
1.751  0.000973572581512  0.143272850323  -0.00165625020527  -0.00165620020744  0.0637409961976
1.761  0.000997403028009  0.143207249784  -0.00170561103363  -0.00170554507318  0.0637564321282
1.771  0.00102155529688  0.143141721703  -0.00175593163441  -0.0017557616497  0.0637718982868
1.781  0.00104602998886  0.143076073494  -0.00180722130939  -0.00180715346666  0.0637873757371
1.791  0.00107082667752  0.143010482409  -0.00185948563765  -0.00185951170626  0.0638028748694
1.801  0.00109594455588  0.142944851862  -0.00191273122605  -0.00191279371555  0.063818394915
1.811  0.00112138333587  0.142879158284  -0.00196696550051  -0.00196707781017  0.0638339412494
1.821  0.00114714170835  0.142813431612  -0.0020221925113  -0.0020220273213  0.0638495248156
1.831  0.00117322085889  0.142747677662  -0.00207842317646  -0.0020781837326  0.0638651229462
1.841  0.00119962115051  0.142681950496  -0.00213566374901  -0.00213549731456  0.0638807266985
1.851  0.00122634099323  0.142616237777  -0.00219392054661  -0.00219394135312  0.0638963413189
1.861  0.00125338000467  0.142550412751  -0.00225319788835  -0.00225327506367  0.0639119829221
1.871  0.00128073680944  0.142484617496  -0.00231350271377  -0.00231358085536  0.0639276507497
1.881  0.00130841213975  0.142418790166  -0.0023748429808  -0.00237505563138  0.0639433270182
1.891  0.00133640621026  0.14235293681  -0.00243722379689  -0.00243758618688  0.0639590226096
1.901  0.00136471487152  0.142287058049  -0.00250064808299  -0.00250085076345  0.0639747531589
1.911  0.00139333883308  0.142221164294  -0.00256512295688  -0.00256499274931  0.0639905147735
1.921  0.00142228027784  0.142155236637  -0.00263065879635  -0.00263047939472  0.064006274089
1.931  0.00145153764569  0.142089252922  -0.00269726028513  -0.00269719155422  0.064022042624
1.941  0.00148110851041  0.142023351712  -0.00276493153194  -0.00276497330062  0.0640378252776
1.951  0.0015109929452  0.141957375596  -0.00283367564094  -0.00283359551215  0.0640536364348
1.961  0.00154119037105  0.141891336439  -0.00290350222181  -0.00290345493868  0.0640694527111
1.971  0.00157170159824  0.141825334843  -0.00297441603597  -0.00297448794289  0.0640852830889
1.981  0.0016025213279  0.141759315847  -0.00304641795451  -0.00304629967801  0.0641011489422
1.991  0.00163365374464  0.141693277071  -0.00311951964302  -0.00311947015663  0.0641170111218
2.001  0.00166509686154  0.141627207584  -0.00319372462461  -0.00319385002799  0.0641328833256
2.011  0.00169684661186  0.141561150631  -0.00326903338277  -0.00326905499076  0.064148780319
2.021  0.001728904856  0.141495035334  -0.00334545417277  -0.00334537317001  0.0641647009006
2.031  0.0017612701631  0.141428866278  -0.00342299157522  -0.00342278333944  0.0641806323046
2.041  0.0017939447324  0.141362739015  -0.00350165586213  -0.00350172125922  0.0641965446447
2.051  0.00182692137439  0.141296604938  -0.00358144079194  -0.00358132000637  0.0642125113613
2.061  0.00186020568588  0.141230436666  -0.00366236234862  -0.00366246982079  0.0642284539244
2.071  0.00189379137329  0.141164229649  -0.00374441454036  -0.00374436494648  0.0642444349131
2.081  0.0019276803155  0.141098021997  -0.00382760882663  -0.00382754091616  0.0642604220942
2.091  0.0019618720681  0.141031880338  -0.00391195138024  -0.00391212135768  0.0642764046273
2.101  0.00199636245776  0.140965629505  -0.00399743695886  -0.0039974208457  0.0642924184757
2.111  0.0020311535098  0.14089932012  -0.00408407648632  -0.00408392910255  0.0643084493461
2.121  0.00206624472119  0.140833056796  -0.00417187845683  -0.00417194208211  0.0643244631314
2.131  0.00210163033563  0.140766748904  -0.00426083514828  -0.00426065448435  0.0643405222752
2.141  0.00213731766242  0.140700441019  -0.00435096530559  -0.00435106359508  0.0643565443742
2.151  0.00217329695331  0.140634134736  -0.00444226029574  -0.00444233276596  0.0643726088598
2.161  0.00220957110017  0.140567816274  -0.00453472719954  -0.00453468606748  0.0643886917056
2.171  0.00224614020371  0.140501438462  -0.00462837548898  -0.00462848730351  0.0644047549021
2.181  0.00228300125657  0.140435108572  -0.00472320232612  -0.00472332372311  0.0644208413879
2.191  0.00232015373242  0.140368744013  -0.00481921343075  -0.00481933193231  0.0644369359709
2.201  0.00235759357495  0.140302322952  -0.00491640835983  -0.00491627748909  0.0644530585516
2.211  0.00239532629238  0.140235877427  -0.00501480219718  -0.0050148546015  0.0644691588807
2.221  0.0024333443151  0.140169481737  -0.005114384607  -0.0051142530195  0.0644852930096
2.231  0.00247165059264  0.140103016859  -0.00521516859578  -0.00521504119636  0.0645014172302
2.241  0.00251024629441  0.140036597123  -0.00531715986776  -0.00531734855312  0.0645175311489
2.251  0.00254912132472  0.13997011174  -0.00542034802172  -0.0054204158489  0.0645336758193
2.261  0.00258828163675  0.139903653451  -0.00552474590448  -0.00552479144747  0.0645498274193
2.271  0.0026277236257  0.139837108967  -0.00563035309065  -0.00563028754442  0.0645659982188
2.281  0.0026674490023  0.139770640788  -0.00573717873864  -0.00573723363628  0.0645821427782
2.291  0.00270745263217  0.139704080761  -0.00584521818284  -0.00584522943104  0.0645983154578
2.301  0.00274773473539  0.139637560557  -0.00595447829359  -0.00595448841273  0.0646144847359
2.311  0.00278829579218  0.139571005367  -0.00606496217024  -0.00606502596925  0.0646306616021
2.321  0.00282913189308  0.139504445859  -0.00617666741943  -0.00617658898367  0.0646468503982
2.331  0.00287024593797  0.139437903294  -0.0062896066119  -0.00628966944583  0.0646630355688
2.341  0.002911629323  0.139371255888  -0.00640376849179  -0.00640359318359  0.0646792441114
2.351  0.00295329055707  0.139304659786  -0.00651917329375  -0.00651921357178  0.0646954303915
2.361  0.00299522127188  0.139238038757  -0.00663580794789  -0.0066357895704  0.0647116373999
2.371  0.00303742332371  0.13917141785  -0.00675368223514  -0.00675367231598  0.0647278394951
2.381  0.00307989740882  0.139104768725  -0.00687280333241  -0.00687307827604  0.0647440273436
2.391  0.00312263347314  0.139038110556  -0.00699315399886  -0.00699312712771  0.0647602633708
2.401  0.0031656359955  0.138971418623  -0.00711475056906  -0.00711446450313  0.064776502563
2.411  0.00320891235789  0.138904789903  -0.00723761168368  -0.00723780275243  0.0647926892
2.421  0.00325244613727  0.138838043417  -0.00736170326585  -0.00736156686492  0.064808939381
2.431  0.00329624699335  0.138771391458  -0.00748705673917  -0.00748702812496  0.0648251569978
2.441  0.00334030886619  0.138704650445  -0.00761366495964  -0.00761378967433  0.064841372176
2.451  0.00338463210567  0.138637935485  -0.00774152553807  -0.00774167304902  0.064857598578
2.461  0.00342921287142  0.13857115494  -0.00787063809001  -0.00787059266205  0.0648738527802
2.471  0.00347405522633  0.138504428515  -0.00800101811836  -0.00800110319171  0.0648900768391
2.481  0.00351915215451  0.138437638534  -0.00813265554251  -0.00813272568346  0.0649063172316
2.491  0.00356450524514  0.138370845513  -0.00826555861326  -0.00826572001184  0.0649225422351
2.501  0.00361011370778  0.13830405879  -0.00839972255157  -0.00839983536724  0.0649387869591
2.511  0.00365597214267  0.138237226928  -0.00853514680142  -0.00853499561983  0.0649550519182
2.521  0.00370208793716  0.138170392084  -0.00867184943464  -0.00867182582217  0.0649712905836
2.531  0.00374845282526  0.138103602831  -0.00880981612704  -0.00880972734235  0.0649875381215
2.541  0.00379506908618  0.138036773015  -0.00894905807031  -0.00894906183686  0.0650037756654
2.551  0.00384193334493  0.137969902191  -0.0090895735769  -0.00908971199556  0.0650200056346
2.561  0.00388904339482  0.137903017912  -0.00923135704397  -0.00923142925615  0.0650362528153
2.571  0.00393639812746  0.137836115471  -0.00937440868584  -0.00937418286874  0.0650525298169
2.581  0.00398400356246  0.137769216074  -0.00951875485409  -0.00951884920354  0.0650687487579
2.591  0.0040318479784  0.137702303672  -0.00966436533919  -0.0096643312974  0.0650850010989
2.601  0.00407994005285  0.13763541663  -0.00981126516625  -0.00981145063674  0.0651012209523
2.611  0.00412826642763  0.137568499401  -0.00995943216353  -0.00995941762026  0.0651174864661
2.621  0.00417683720933  0.137501551403  -0.0101088871116  -0.0101088962266  0.0651337224098
2.631  0.00422564655212  0.137434588272  -0.010259625879  -0.0102597098703  0.0651499563921
2.641  0.00427468948656  0.137367581468  -0.0104116369032  -0.0104114529378  0.0651662256921
2.651  0.00432397449222  0.137300641615  -0.0105649432434  -0.0105648397991  0.0651824557452
2.661  0.00437349620903  0.137233631461  -0.0107195381816  -0.0107196182146  0.0651986761148
2.671  0.00442324604598  0.137166604308  -0.0108754082993  -0.0108753411656  0.0652149240543
2.681  0.00447323357023  0.137099595929  -0.0110325730079  -0.011032589904  0.0652311540006
2.691  0.0045234513896  0.137032547146  -0.0111910255884  -0.0111911285297  0.0652473831024
2.701  0.00457389718493  0.136965503911  -0.0113507597046  -0.0113507445958  0.0652636202119
2.711  0.00462457751235  0.136898479785  -0.0115117913327  -0.0115118970494  0.0652798333104
2.721  0.00467548268645  0.136831408496  -0.0116741056776  -0.0116741246399  0.0652960684775
2.731  0.004726614315  0.136764308219  -0.0118377140046  -0.0118377420575  0.065312291397
2.741  0.00477797321873  0.136697235174  -0.0120026148589  -0.0120026870942  0.0653285075739
2.751  0.00482955726294  0.136630139278  -0.0121688054618  -0.0121688638868  0.0653447309405
2.761  0.00488136346419  0.136562995539  -0.0123362860006  -0.0123362648355  0.0653609466112
2.771  0.00493339189026  0.136495884969  -0.0125050642264  -0.0125050929644  0.0653771559562
2.781  0.00498564012833  0.136428696839  -0.0126751303907  -0.0126750645349  0.0653933734754
2.791  0.00503811152683  0.136361573423  -0.0128464982344  -0.0128465448519  0.0654095691441
2.801  0.00509079945012  0.136294441965  -0.0130191533674  -0.0130191312196  0.0654257690131
2.811  0.00514371263411  0.136227246877  -0.0131931152212  -0.0131933348725  0.0654419514149
2.821  0.00519683250056  0.136160008222  -0.0133683558721  -0.0133684053462  0.0654581617758
2.831  0.00525017099029  0.136092816334  -0.0135448930683  -0.0135448087893  0.0654743610706
2.841  0.00530372036373  0.136025621752  -0.0137227265072  -0.0137225296207  0.0654905546935
2.851  0.005357492912  0.135958419299  -0.0139018742258  -0.0139020191274  0.0655067042603
2.861  0.00541146751405  0.135891101663  -0.0140822959529  -0.014082246278  0.0655229072851
2.871  0.00546566036891  0.13582388286  -0.0142640247036  -0.0142640447691  0.0655390725346
2.881  0.00552005955914  0.13575662429  -0.0144470492672  -0.0144471270584  0.0655552335765
2.891  0.00557466773455  0.135689320037  -0.0146313633071  -0.0146313367213  0.0655714056261
2.901  0.00562948299873  0.135622011952  -0.0148169796019  -0.014816984957  0.0655875562339
2.911  0.00568450449817  0.135554719673  -0.0150038891266  -0.015003851109  0.0656037157556
2.921  0.00573973309511  0.135487428381  -0.0151920948298  -0.0151920067252  0.0656198693408
2.931  0.00579517085245  0.135420095319  -0.0153816124451  -0.0153818199029  0.0656359880252
2.941  0.00585080298461  0.135352706323  -0.0155724047023  -0.0155724184681  0.0656521477802
2.951  0.00590664269044  0.135285349228  -0.0157645031227  -0.0157645410638  0.0656682793172
2.961  0.00596267654504  0.13521796952  -0.0159578872476  -0.0159577190789  0.0656844234258
2.971  0.00601892332259  0.135150621208  -0.0161525904824  -0.0161527123535  0.0657005203827
2.981  0.0060753565206  0.135083159599  -0.0163485644797  -0.0163484338819  0.0657166600822
2.991  0.0061319994401  0.135015780324  -0.0165458580696  -0.0165459790752  0.0657327475727
3.001  0.00618883018548  0.134948341201  -0.0167444307709  -0.0167444541756  0.0657488552244
