# version: 0.0.0-1915-ge309d073-dirty
# seed: 0
# well_width: 1.3
# ff: 0.3
# N: 500
# walls: 0
# cell dimensions: (19.1123, 19.1123, 19.1123)
# translation_scale: 0.1
# energy_levels: 4501
# min_T: 0.5
# max_entropy_state: 1206
# min_important_energy: 2568

# iterations: 275887500
# working moves: 71083030772
# total moves: 137943750000
# acceptance rate: 0.515304

# converged state: 2502
# converged temperature: 0.513261

# energy	lndos	ps
0	-996.915	0
1	-996.915	0
2	-996.915	0
3	-996.915	0
4	-996.915	0
5	-996.915	0
6	-996.915	0
7	-996.915	0
8	-996.915	0
9	-996.915	0
10	-996.915	0
11	-996.915	0
12	-996.915	0
13	-996.915	0
14	-996.915	0
15	-996.915	0
16	-996.915	0
17	-996.915	0
18	-996.915	0
19	-996.915	0
20	-996.915	0
21	-996.915	0
22	-996.915	0
23	-996.915	0
24	-996.915	0
25	-996.915	0
26	-996.915	0
27	-996.915	0
28	-996.915	0
29	-996.915	0
30	-996.915	0
31	-996.915	0
32	-996.915	0
33	-996.915	0
34	-996.915	0
35	-996.915	0
36	-996.915	0
37	-996.915	0
38	-996.915	0
39	-996.915	0
40	-996.915	0
41	-996.915	0
42	-996.915	0
43	-996.915	0
44	-996.915	0
45	-996.915	0
46	-996.915	0
47	-996.915	0
48	-996.915	0
49	-996.915	0
50	-996.915	0
51	-996.915	0
52	-996.915	0
53	-996.915	0
54	-996.915	0
55	-996.915	0
56	-996.915	0
57	-996.915	0
58	-996.915	0
59	-996.915	0
60	-996.915	0
61	-996.915	0
62	-996.915	0
63	-996.915	0
64	-996.915	0
65	-996.915	0
66	-996.915	0
67	-996.915	0
68	-996.915	0
69	-996.915	0
70	-996.915	0
71	-996.915	0
72	-996.915	0
73	-996.915	0
74	-996.915	0
75	-996.915	0
76	-996.915	0
77	-996.915	0
78	-996.915	0
79	-996.915	0
80	-996.915	0
81	-996.915	0
82	-996.915	0
83	-996.915	0
84	-996.915	0
85	-996.915	0
86	-996.915	0
87	-996.915	0
88	-996.915	0
89	-996.915	0
90	-996.915	0
91	-996.915	0
92	-996.915	0
93	-996.915	0
94	-996.915	0
95	-996.915	0
96	-996.915	0
97	-996.915	0
98	-996.915	0
99	-996.915	0
100	-996.915	0
101	-996.915	0
102	-996.915	0
103	-996.915	0
104	-996.915	0
105	-996.915	0
106	-996.915	0
107	-996.915	0
108	-996.915	0
109	-996.915	0
110	-996.915	0
111	-996.915	0
112	-996.915	0
113	-996.915	0
114	-996.915	0
115	-996.915	0
116	-996.915	0
117	-996.915	0
118	-996.915	0
119	-996.915	0
120	-996.915	0
121	-996.915	0
122	-996.915	0
123	-996.915	0
124	-996.915	0
125	-996.915	0
126	-996.915	0
127	-996.915	0
128	-996.915	0
129	-996.915	0
130	-996.915	0
131	-996.915	0
132	-996.915	0
133	-996.915	0
134	-996.915	0
135	-996.915	0
136	-996.915	0
137	-996.915	0
138	-996.915	0
139	-996.915	0
140	-996.915	0
141	-996.915	0
142	-996.915	0
143	-996.915	0
144	-996.915	0
145	-996.915	0
146	-996.915	0
147	-996.915	0
148	-996.915	0
149	-996.915	0
150	-996.915	0
151	-996.915	0
152	-996.915	0
153	-996.915	0
154	-996.915	0
155	-996.915	0
156	-996.915	0
157	-996.915	0
158	-996.915	0
159	-996.915	0
160	-996.915	0
161	-996.915	0
162	-996.915	0
163	-996.915	0
164	-996.915	0
165	-996.915	0
166	-996.915	0
167	-996.915	0
168	-996.915	0
169	-996.915	0
170	-996.915	0
171	-996.915	0
172	-996.915	0
173	-996.915	0
174	-996.915	0
175	-996.915	0
176	-996.915	0
177	-996.915	0
178	-996.915	0
179	-996.915	0
180	-996.915	0
181	-996.915	0
182	-996.915	0
183	-996.915	0
184	-996.915	0
185	-996.915	0
186	-996.915	0
187	-996.915	0
188	-996.915	0
189	-996.915	0
190	-996.915	0
191	-996.915	0
192	-996.915	0
193	-996.915	0
194	-996.915	0
195	-996.915	0
196	-996.915	0
197	-996.915	0
198	-996.915	0
199	-996.915	0
200	-996.915	0
201	-996.915	0
202	-996.915	0
203	-996.915	0
204	-996.915	0
205	-996.915	0
206	-996.915	0
207	-996.915	0
208	-996.915	0
209	-996.915	0
210	-996.915	0
211	-996.915	0
212	-996.915	0
213	-996.915	0
214	-996.915	0
215	-996.915	0
216	-996.915	0
217	-996.915	0
218	-996.915	0
219	-996.915	0
220	-996.915	0
221	-996.915	0
222	-996.915	0
223	-996.915	0
224	-996.915	0
225	-996.915	0
226	-996.915	0
227	-996.915	0
228	-996.915	0
229	-996.915	0
230	-996.915	0
231	-996.915	0
232	-996.915	0
233	-996.915	0
234	-996.915	0
235	-996.915	0
236	-996.915	0
237	-996.915	0
238	-996.915	0
239	-996.915	0
240	-996.915	0
241	-996.915	0
242	-996.915	0
243	-996.915	0
244	-996.915	0
245	-996.915	0
246	-996.915	0
247	-996.915	0
248	-996.915	0
249	-996.915	0
250	-996.915	0
251	-996.915	0
252	-996.915	0
253	-996.915	0
254	-996.915	0
255	-996.915	0
256	-996.915	0
257	-996.915	0
258	-996.915	0
259	-996.915	0
260	-996.915	0
261	-996.915	0
262	-996.915	0
263	-996.915	0
264	-996.915	0
265	-996.915	0
266	-996.915	0
267	-996.915	0
268	-996.915	0
269	-996.915	0
270	-996.915	0
271	-996.915	0
272	-996.915	0
273	-996.915	0
274	-996.915	0
275	-996.915	0
276	-996.915	0
277	-996.915	0
278	-996.915	0
279	-996.915	0
280	-996.915	0
281	-996.915	0
282	-996.915	0
283	-996.915	0
284	-996.915	0
285	-996.915	0
286	-996.915	0
287	-996.915	0
288	-996.915	0
289	-996.915	0
290	-996.915	0
291	-996.915	0
292	-996.915	0
293	-996.915	0
294	-996.915	0
295	-996.915	0
296	-996.915	0
297	-996.915	0
298	-996.915	0
299	-996.915	0
300	-996.915	0
301	-996.915	0
302	-996.915	0
303	-996.915	0
304	-996.915	0
305	-996.915	0
306	-996.915	0
307	-996.915	0
308	-996.915	0
309	-996.915	0
310	-996.915	0
311	-996.915	0
312	-996.915	0
313	-996.915	0
314	-996.915	0
315	-996.915	0
316	-996.915	0
317	-996.915	0
318	-996.915	0
319	-996.915	0
320	-996.915	0
321	-996.915	0
322	-996.915	0
323	-996.915	0
324	-996.915	0
325	-996.915	0
326	-996.915	0
327	-996.915	0
328	-996.915	0
329	-996.915	0
330	-996.915	0
331	-996.915	0
332	-996.915	0
333	-996.915	0
334	-996.915	0
335	-996.915	0
336	-996.915	0
337	-996.915	0
338	-996.915	0
339	-996.915	0
340	-996.915	0
341	-996.915	0
342	-996.915	0
343	-996.915	0
344	-996.915	0
345	-996.915	0
346	-996.915	0
347	-996.915	0
348	-996.915	0
349	-996.915	0
350	-996.915	0
351	-996.915	0
352	-996.915	0
353	-996.915	0
354	-996.915	0
355	-996.915	0
356	-996.915	0
357	-996.915	0
358	-996.915	0
359	-996.915	0
360	-996.915	0
361	-996.915	0
362	-996.915	0
363	-996.915	0
364	-996.915	0
365	-996.915	0
366	-996.915	0
367	-996.915	0
368	-996.915	0
369	-996.915	0
370	-996.915	0
371	-996.915	0
372	-996.915	0
373	-996.915	0
374	-996.915	0
375	-996.915	0
376	-996.915	0
377	-996.915	0
378	-996.915	0
379	-996.915	0
380	-996.915	0
381	-996.915	0
382	-996.915	0
383	-996.915	0
384	-996.915	0
385	-996.915	0
386	-996.915	0
387	-996.915	0
388	-996.915	0
389	-996.915	0
390	-996.915	0
391	-996.915	0
392	-996.915	0
393	-996.915	0
394	-996.915	0
395	-996.915	0
396	-996.915	0
397	-996.915	0
398	-996.915	0
399	-996.915	0
400	-996.915	0
401	-996.915	0
402	-996.915	0
403	-996.915	0
404	-996.915	0
405	-996.915	0
406	-996.915	0
407	-996.915	0
408	-996.915	0
409	-996.915	0
410	-996.915	0
411	-996.915	0
412	-996.915	0
413	-996.915	0
414	-996.915	0
415	-996.915	0
416	-996.915	0
417	-996.915	0
418	-996.915	0
419	-996.915	0
420	-996.915	0
421	-996.915	0
422	-996.915	0
423	-996.915	0
424	-996.915	0
425	-996.915	0
426	-996.915	0
427	-996.915	0
428	-996.915	0
429	-996.915	0
430	-996.915	0
431	-996.915	0
432	-996.915	0
433	-996.915	0
434	-996.915	0
435	-996.915	0
436	-996.915	0
437	-996.915	0
438	-996.915	0
439	-996.915	0
440	-996.915	0
441	-996.915	0
442	-996.915	0
443	-996.915	0
444	-996.915	0
445	-996.915	0
446	-996.915	0
447	-996.915	0
448	-996.915	0
449	-996.915	0
450	-996.915	0
451	-996.915	0
452	-996.915	0
453	-996.915	0
454	-996.915	0
455	-996.915	0
456	-996.915	0
457	-996.915	0
458	-996.915	0
459	-996.915	0
460	-996.915	0
461	-996.915	0
462	-996.915	0
463	-996.915	0
464	-996.915	0
465	-996.915	0
466	-996.915	0
467	-996.915	0
468	-996.915	0
469	-996.915	0
470	-996.915	0
471	-996.915	0
472	-996.915	0
473	-996.915	0
474	-996.915	0
475	-996.915	0
476	-996.915	0
477	-996.915	0
478	-996.915	0
479	-996.915	0
480	-996.915	0
481	-996.915	0
482	-996.915	0
483	-996.915	0
484	-996.915	0
485	-996.915	0
486	-996.915	0
487	-996.915	0
488	-996.915	0
489	-996.915	0
490	-996.915	0
491	-996.915	0
492	-996.915	0
493	-996.915	0
494	-996.915	0
495	-996.915	0
496	-996.915	0
497	-996.915	0
498	-996.915	0
499	-996.915	0
500	-996.915	0
501	-996.915	0
502	-996.915	0
503	-996.915	0
504	-996.915	0
505	-996.915	0
506	-996.915	0
507	-996.915	0
508	-996.915	0
509	-996.915	0
510	-996.915	0
511	-996.915	0
512	-996.915	0
513	-996.915	0
514	-996.915	0
515	-996.915	0
516	-996.915	0
517	-996.915	0
518	-996.915	0
519	-996.915	0
520	-996.915	0
521	-996.915	0
522	-996.915	0
523	-996.915	0
524	-996.915	0
525	-996.915	0
526	-996.915	0
527	-996.915	0
528	-996.915	0
529	-996.915	0
530	-996.915	0
531	-996.915	0
532	-996.915	0
533	-996.915	0
534	-996.915	0
535	-996.915	0
536	-996.915	0
537	-996.915	0
538	-996.915	0
539	-996.915	0
540	-996.915	0
541	-996.915	0
542	-996.915	0
543	-996.915	0
544	-996.915	0
545	-996.915	0
546	-996.915	0
547	-996.915	0
548	-996.915	0
549	-996.915	0
550	-996.915	0
551	-996.915	0
552	-996.915	0
553	-996.915	0
554	-996.915	0
555	-996.915	0
556	-996.915	0
557	-996.915	0
558	-996.915	0
559	-996.915	0
560	-996.915	0
561	-996.915	0
562	-996.915	0
563	-996.915	0
564	-996.915	0
565	-993.481	0
566	-990.625	0
567	-986.87	0
568	-983.327	0
569	-979.771	0
570	-976.215	0
571	-972.735	0
572	-969.241	0
573	-965.768	0
574	-962.278	0
575	-958.813	0
576	-955.36	0
577	-951.912	0
578	-948.489	0
579	-945.069	0
580	-941.66	0
581	-938.266	0
582	-934.872	0
583	-931.479	0
584	-928.094	0
585	-924.733	0
586	-921.374	0
587	-918.024	0
588	-914.678	0
589	-911.349	0
590	-908.021	0
591	-904.713	0
592	-901.409	0
593	-898.116	0
594	-894.826	0
595	-891.545	0
596	-888.275	0
597	-885.008	0
598	-881.75	0
599	-878.497	0
600	-875.249	0
601	-872	0
602	-868.769	0
603	-865.548	0
604	-862.327	0
605	-859.114	0
606	-855.913	0
607	-852.72	0
608	-849.536	0
609	-846.361	0
