1.3 0.13 0.357 2   3.48   1.3885 -8.87208   -17.1331
1.3 0.13 0.356 2   3.48   1.3885 -8.87208   -17.1475
1.3 0.13 0.355 2   3.48   1.3885 -8.87208   -17.1616
1.3 0.13 0.354 2   3.48   1.3885 -8.87208   -17.1756
1.3 0.13 0.353 2   3.48   1.3885 -8.87208   -17.1893
1.3 0.13 0.352 2   3.48   1.3885 -8.87208   -17.2029
1.3 0.13 0.351 2   3.48   1.3885 -8.87208   -17.2162
1.3 0.13 0.35 2   3.48   1.3885 -8.87208   -17.2294
1.3 0.13 0.349 2   3.48   1.3885 -8.87208   -17.2423
1.3 0.13 0.348 2   3.48   1.3885 -8.87208   -17.255
1.3 0.13 0.347 2   3.48   1.3885 -8.87208   -17.2676
1.3 0.13 0.346 2   3.48   1.3885 -8.87208   -17.2799
1.3 0.13 0.345 2   3.48   1.3885 -8.87208   -17.2919
1.3 0.13 0.344 2   3.48   1.3885 -8.87208   -17.3038
1.3 0.13 0.343 2   3.48   1.3885 -8.87208   -17.3155
1.3 0.13 0.342 2   3.48   1.3885 -8.87208   -17.3269
1.3 0.13 0.341 2   3.48   1.3885 -8.87208   -17.3381
1.3 0.13 0.34 2   3.48   1.3885 -8.87208   -17.3491
1.3 0.13 0.339 2   3.48   1.3885 -8.87208   -17.3598
1.3 0.13 0.338 2   3.48   1.3885 -8.87208   -17.3704
1.3 0.13 0.337 2   3.48   1.3885 -8.87208   -17.3807
1.3 0.13 0.336 2   3.48   1.3885 -8.87208   -17.3908
1.3 0.13 0.335 2   3.48   1.3885 -8.87208   -17.4006
1.3 0.13 0.334 2   3.48   1.3885 -8.87208   -17.4102
1.3 0.13 0.333 2   3.48   1.3885 -8.87208   -17.4196
1.3 0.13 0.332 2   3.48   1.3885 -8.87208   -17.4288
1.3 0.13 0.331 2   3.48   1.3885 -8.87208   -17.4377
1.3 0.13 0.33 2   3.48   1.3885 -8.87208   -17.4464
1.3 0.13 0.329 2   3.48   1.3885 -8.87208   -17.4548
1.3 0.13 0.328 2   3.48   1.3885 -8.87208   -17.463
1.3 0.13 0.327 2   3.48   1.3885 -8.87208   -17.4709
1.3 0.13 0.326 2   3.48   1.3885 -8.87208   -17.4786
1.3 0.13 0.325 2   3.48   1.3885 -8.87208   -17.4861
1.3 0.13 0.324 2   3.48   1.3885 -8.87208   -17.4933
1.3 0.13 0.323 2   3.48   1.3885 -8.87208   -17.5003
1.3 0.13 0.322 2   3.48   1.3885 -8.87208   -17.507
1.3 0.13 0.321 2   3.48   1.3885 -8.87208   -17.5134
1.3 0.13 0.32 2   3.48   1.3885 -8.87208   -17.5196
1.3 0.13 0.319 2   3.48   1.3885 -8.87208   -17.5256
1.3 0.13 0.318 2   3.48   1.3885 -8.87208   -17.5312
1.3 0.13 0.317 2   3.48   1.3885 -8.87208   -17.5367
1.3 0.13 0.316 2   3.48   1.3885 -8.87208   -17.5418
1.3 0.13 0.315 2   3.48   1.3885 -8.87208   -17.5467
1.3 0.13 0.314 2   3.48   1.3885 -8.87208   -17.5513
1.3 0.13 0.313 2   3.48   1.3885 -8.87208   -17.5557
1.3 0.13 0.312 2   3.48   1.3885 -8.87208   -17.5598
1.3 0.13 0.311 2   3.48   1.3885 -8.87208   -17.5636
1.3 0.13 0.31 2   3.48   1.3885 -8.87208   -17.5671
1.3 0.13 0.309 2   3.48   1.3885 -8.87208   -17.5704
1.3 0.13 0.308 2   3.48   1.3885 -8.87208   -17.5733
1.3 0.13 0.307 2   3.48   1.3885 -8.87208   -17.576
1.3 0.13 0.306 2   3.48   1.3885 -8.87208   -17.5784
1.3 0.13 0.305 2   3.48   1.3885 -8.87208   -17.5805
1.3 0.13 0.304 2   3.48   1.3885 -8.87208   -17.5823
1.3 0.13 0.303 2   3.48   1.3885 -8.87208   -17.5838
1.3 0.13 0.302 2   3.48   1.3885 -8.87208   -17.585
1.3 0.13 0.301 2   3.48   1.3885 -8.87208   -17.5859
1.3 0.13 0.3 2   3.48   1.3885 -8.87208   -17.5865
1.3 0.13 0.299 2   3.48   1.3885 -8.87208   -17.5868
1.3 0.13 0.298 2   3.48   1.3885 -8.87208   -17.5868
1.3 0.13 0.297 2   3.48   1.3885 -8.87208   -17.5864
1.3 0.13 0.296 2   3.48   1.3885 -8.87208   -17.5858
1.3 0.13 0.295 2   3.48   1.3885 -8.87208   -17.5848
1.3 0.13 0.294 2   3.48   1.3885 -8.87208   -17.5835
1.3 0.13 0.293 2   3.48   1.3885 -8.87208   -17.5818
1.3 0.13 0.292 2   3.48   1.3885 -8.87208   -17.5798
1.3 0.13 0.291 2   3.48   1.3885 -8.87208   -17.5774
1.3 0.13 0.29 2   3.48   1.3885 -8.87208   -17.5747
1.3 0.13 0.289 2   3.48   1.3885 -8.87208   -17.5717
1.3 0.13 0.288 2   3.48   1.3885 -8.87208   -17.5683
1.3 0.13 0.287 2   3.48   1.3885 -8.87208   -17.5645
1.3 0.13 0.286 2   3.48   1.3885 -8.87208   -17.5604
1.3 0.13 0.285 2   3.48   1.3885 -8.87208   -17.5558
1.3 0.13 0.284 2   3.48   1.3885 -8.87208   -17.5509
1.3 0.13 0.283 2   3.48   1.3885 -8.87208   -17.5456
1.3 0.13 0.282 2   3.48   1.3885 -8.87208   -17.5399
1.3 0.13 0.281 2   3.48   1.3885 -8.87208   -17.5338
1.3 0.13 0.28 2   3.48   1.3885 -8.87208   -17.5273
1.3 0.13 0.279 2   3.48   1.3885 -8.87208   -17.5204
1.3 0.13 0.278 2   3.48   1.3885 -8.87208   -17.5131
1.3 0.13 0.277 2   3.48   1.3885 -8.87208   -17.5053
1.3 0.13 0.276 2   3.48   1.3885 -8.87208   -17.4971
1.3 0.13 0.275 2   3.48   1.3885 -8.87208   -17.4884
1.3 0.13 0.274 2   3.48   1.3885 -8.87208   -17.4793
1.3 0.13 0.273 2   3.48   1.3885 -8.87208   -17.4697
1.3 0.13 0.272 2   3.48   1.3885 -8.87208   -17.4596
1.3 0.13 0.271 2   3.48   1.3885 -8.87208   -17.449
1.3 0.13 0.27 2   3.48   1.3885 -8.87208   -17.438
1.3 0.13 0.269 2   3.48   1.3885 -8.87208   -17.4264
1.3 0.13 0.268 2   3.48   1.3885 -8.87208   -17.4144
1.3 0.13 0.267 2   3.48   1.3885 -8.87208   -17.4018
1.3 0.13 0.266 2   3.48   1.3885 -8.87208   -17.3887
1.3 0.13 0.265 2   3.48   1.3885 -8.87208   -17.375
1.3 0.13 0.264 2   3.48   1.3885 -8.87208   -17.3607
1.3 0.13 0.263 2   3.48   1.3885 -8.87208   -17.3459
1.3 0.13 0.262 2   3.48   1.3885 -8.87208   -17.3306
1.3 0.13 0.261 2   3.48   1.3885 -8.87208   -17.3146
1.3 0.13 0.26 2   3.48   1.3885 -8.87208   -17.298
1.3 0.13 0.259 2   3.48   1.3885 -8.87208   -17.2808
1.3 0.13 0.258 2   3.48   1.3885 -8.87208   -17.2629
1.3 0.13 0.257 2   3.48   1.3885 -8.87208   -17.2445
1.3 0.13 0.256 2   3.48   1.3885 -8.87208   -17.2253
1.3 0.13 0.255 2   3.48   1.3885 -8.87208   -17.2055
1.3 0.13 0.254 2   3.48   1.3885 -8.87208   -17.185
1.3 0.13 0.253 2   3.48   1.3885 -8.87208   -17.1637
1.3 0.13 0.252 2   3.48   1.3885 -8.87208   -17.1418
1.3 0.13 0.251 2   3.48   1.3885 -8.87208   -17.1191
1.3 0.13 0.25 2   3.48   1.3885 -8.87208   -17.0956
1.3 0.13 0.249 2   3.48   1.3885 -8.87208   -17.0714
1.3 0.13 0.248 2   3.48   1.3885 -8.87208   -17.0464
1.3 0.13 0.247 2   3.48   1.3885 -8.87208   -17.0206
1.3 0.13 0.246 2   3.48   1.3885 -8.87208   -16.9939
1.3 0.13 0.245 2   3.48   1.3885 -8.87208   -16.9665
1.3 0.13 0.244 2   3.48   1.3885 -8.87208   -16.9381
1.3 0.13 0.243 2   3.48   1.3885 -8.87208   -16.9089
1.3 0.13 0.242 2   3.48   1.3885 -8.87208   -16.8787
1.3 0.13 0.241 2   3.48   1.3885 -8.87208   -16.8477
1.3 0.13 0.24 2   3.48   1.3885 -8.87208   -16.8157
1.3 0.13 0.239 2   3.48   1.3885 -8.87208   -16.7827
1.3 0.13 0.238 2   3.48   1.3885 -8.87208   -16.7487
1.3 0.13 0.237 2   3.48   1.3885 -8.87208   -16.7138
1.3 0.13 0.236 2   3.48   1.3885 -8.87208   -16.6778
1.3 0.13 0.235 2   3.48   1.3885 -8.87208   -16.6407
1.3 0.13 0.234 2   3.48   1.3885 -8.87208   -16.6026
1.3 0.13 0.233 2   3.48   1.3885 -8.87208   -16.5634
1.3 0.13 0.232 2   3.48   1.3885 -8.87208   -16.523
1.3 0.13 0.231 2   3.48   1.3885 -8.87208   -16.4815
1.3 0.13 0.23 2   3.48   1.3885 -8.87208   -16.4389
1.3 0.13 0.229 2   3.48   1.3885 -8.87208   -16.395
1.3 0.13 0.228 2   3.48   1.3885 -8.87208   -16.3499
1.3 0.13 0.227 2   3.48   1.3885 -8.87208   -16.3035
1.3 0.13 0.226 2   3.48   1.3885 -8.87208   -16.2559
1.3 0.13 0.225 2   3.48   1.3885 -8.87208   -16.207
1.3 0.13 0.224 2   3.48   1.3885 -8.87208   -16.1567
1.3 0.13 0.223 2   3.48   1.3885 -8.87208   -16.1051
1.3 0.13 0.222 2   3.48   1.3885 -8.87208   -16.0521
1.3 0.13 0.221 2   3.48   1.3885 -8.87208   -15.9977
1.3 0.13 0.22 2   3.48   1.3885 -8.87208   -15.9418
1.3 0.13 0.219 2   3.48   1.3885 -8.87208   -15.8845
1.3 0.13 0.218 2   3.48   1.3885 -8.87208   -15.8256
1.3 0.13 0.217 2   3.48   1.3885 -8.87208   -15.7653
1.3 0.13 0.216 2   3.48   1.3885 -8.87208   -15.7033
1.3 0.13 0.215 2   3.48   1.3885 -8.87208   -15.6398
1.3 0.13 0.214 2   3.48   1.3885 -8.87208   -15.5746
1.3 0.13 0.213 2   3.48   1.3885 -8.87208   -15.5078
1.3 0.13 0.212 2   3.48   1.3885 -8.87208   -15.4393
1.3 0.13 0.211 2   3.48   1.3885 -8.87208   -15.369
1.3 0.13 0.21 2   3.48   1.3885 -8.87208   -15.2971
1.3 0.13 0.209 2   3.48   1.3885 -8.87208   -15.2233
1.3 0.13 0.208 2   3.48   1.3885 -8.87208   -15.1477
1.3 0.13 0.207 2   3.48   1.3885 -8.87208   -15.0702
1.3 0.13 0.206 2   3.48   1.3885 -8.87208   -14.9909
1.3 0.13 0.205 2   3.48   1.3885 -8.87208   -14.9096
1.3 0.13 0.204 2   3.48   1.3885 -8.87208   -14.8264
1.3 0.13 0.203 2   3.48   1.3885 -8.87208   -14.7412
1.3 0.13 0.202 2   3.48   1.3885 -8.87208   -14.654
1.3 0.13 0.201 2   3.48   1.3885 -8.87208   -14.5647
1.3 0.13 0.2 2   3.48   1.3885 -8.87208   -14.4733
