# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 23
# walls: 0
# cell dimensions: (6.84802, 6.84802, 6.84802)
# seed: 16
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 132
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 117

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N23-tmmc-golden-transitions.dat
# iterations: 0
# working moves: 0
# total moves: 0
# acceptance rate: -nan

# energy	ln(weight)
0  0
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  0
40  0
41  0
42  0
43  0
44  0
45  0
46  0
47  0
48  0
49  0
50  0
51  0
52  0
53  0
54  0
55  -0.0228619
56  0.0427553
57  0.194751
58  0.431424
59  0.750669
60  1.15065
61  1.62951
62  2.18523
63  2.81577
64  3.5189
65  4.29255
66  5.13476
67  6.0434
68  7.01633
69  8.05144
70  9.1467
71  10.2998
72  11.5091
73  12.7723
74  14.0877
75  15.4529
76  16.8664
77  18.3263
78  19.8313
79  21.3799
80  22.9705
81  24.6025
82  26.2747
83  27.9867
84  29.7382
85  31.529
86  33.3592
87  35.2292
88  37.1391
89  39.0894
90  41.0803
91  43.1114
92  45.1821
93  47.2914
94  49.4354
95  51.6104
96  53.8123
97  56.0378
98  58.2835
99  60.5541
100  62.8566
101  65.2069
102  67.6223
103  70.1264
104  72.7464
105  75.5175
106  78.4807
107  81.6922
108  85.2532
109  89.2719
110  93.8269
111  98.7677
112  103.667
113  108.354
114  113.354
115  118.354
116  123.354
117  128.354
118  133.354
119  138.354
120  143.354
121  148.354
122  153.354
123  158.354
124  163.354
125  168.354
126  173.354
127  178.354
128  183.354
129  188.354
130  193.354
131  198.354
