# comparison reference file	(generated with python figs/parse-yaml-out.py ../../../../jordan/sad-monte-carlo/sa-256 256 sad-256-agg 
#  moves	 gamma	
1	0
2	0
3	0
4	0
6	0
7	0
10	0
13	0
18	0
23	0
23	0.7391920623671157
24	0.720164609053498
32	0.5802728226652677
42	0.4444444444444445
56	0.3170731707317073
62	0.2784595852729581
62	0.7468147664162039
75	0.6631016042780749
79	0.638480978075268
79	0.7898674203067204
100	0.6944644140905822
133	0.5580275423132164
147	0.5078749144031043
147	0.8499045897358641
178	0.7897946109494517
187	0.7719580861762669
187	0.8474769635805177
237	0.7706255961659261
287	0.6929017273914937
287	0.8783296827527732
316	0.8546239293361884
411	0.7719491620740073
411	0.8762874993433785
422	0.8700984042817281
523	0.8102818481681134
523	0.8322019829123308
562	0.8102095830035343
681	0.7416134387982224
681	0.8589767308042936
750	0.8328952771541935
918	0.7666915668974985
918	0.8749118831089386
919	0.8762189972817058
919	0.8848153214774283
1000	0.8657128154348498
1334	0.780888122583836
1778	0.6652454288855538
2371	0.5268300830711172
3162	0.385393621665603
3256	0.37172025385337
3256	0.753459526562925
4217	0.6446663373854471
4797	0.5834195509404143
4797	0.7971114759261055
5410	0.7563762054763233
5410	0.7926042486231314
5623	0.7794976513886828
7499	0.6644146106677304
7774	0.6497715225612746
7774	0.7266282358838484
10000	0.6158325904317655
13335	0.4739465618968225
17783	0.336540613939152
22113	0.2474309501440023
22113	0.6284094037447164
23714	0.5951699581461026
31623	0.4525306663717282
31860	0.4501097341776331
31860	0.555630403053778
34715	0.5142107152189264
34715	0.5354989772849608
35788	0.5215933056215523
35788	0.5291456089752071
42170	0.447336728740691
42326	0.4467634141570655
42326	0.4882842392954753
42428	0.4883399242861828
42428	0.4889383744009295
56234	0.352690803128202
63871	0.2980806910642836
63871	0.389385453429492
63968	0.3898482744804798
63968	0.390207516496127
74989	0.3177849832041335
100000	0.2077781384186497
133352	0.1287619145133958
172194	0.08161782840494018
172194	0.2412111334834454
177828	0.2296411276275818
237137	0.1437146410429894
316228	0.0863833785875866
421697	0.05060835055643083
562341	0.0292033387977772
749894	0.01671273051051678
1000000	0.009527354217050213
1168165	0.007029334547574493
1168165	0.1112350262986725
1333521	0.0876546474888707
1778279	0.05130605297343331
2371374	0.02955301708157659
3162278	0.01686705822608042
4216965	0.009578962378342088
5623413	0.005427101830451139
7498942	0.003072586327134571
10000000	0.001740289835099986
13335214	0.0009869915610000498
17782794	0.0005609797288651962
18647414	0.0005112005284538501
18647414	0.01064624694680829
23713737	0.006614379802262971
31622777	0.003734212000875604
42169650	0.002106260498626439
56234133	0.001187727433027153
74989421	0.0006699061920462573
100000000	0.0003780653897360108
133352143	0.0002135665822375342
177827941	0.0001208058614387647
237137371	6.846072723816637e-05
316227766	3.889168823684518e-05
421696503	2.216492939537577e-05
562341325	1.268496760244724e-05
749894209	7.29874387376349e-06
1000000000	4.228449230661186e-06
1333521432	2.470861663998799e-06
1778279410	1.459228647871618e-06
2371373706	8.728974542737928e-07
3162277660	5.300952754562442e-07
4216965034	3.275119992700667e-07
5623413252	2.062335416764579e-07
7498942093	1.325163110649589e-07
10000000000	8.692464688756797e-08
13335214322	5.818394477697327e-08
17782794100	3.969521999064465e-08
23713737057	2.75535120682863e-08
31622776602	1.941736213492905e-08
42169650343	1.386093287268467e-08
56234132519	1.000057493485647e-08
56876163651	9.874512961348159e-09
56876163651	9.896768241301973e-09
74989420933	7.294026376766561e-09
100000000000	5.344758239017807e-09
133352143216	3.937716265444445e-09
177827941004	2.913345347203349e-09
237137370566	2.162474108272467e-09
316227766017	1.609127821144617e-09
421696503429	1.199646936275516e-09
562341325190	8.956557629147344e-10
749894209332	6.694244004186187e-10
