# version: 0.0.0-211-g3ba4c9d-dirty
# well_width: 1.3
# ff: 0.3
# N: 26
# walls: 0
# cell dimensions: (7.13368, 7.13368, 7.13368)
# seed: 24
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 156
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 133

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N26-tmmc-golden-transitions.dat
# iterations: 67600000
# working moves: 811948343
# total moves: 1757600000
# acceptance rate: 0.461964

# energy	samples
62  0
63  3514894
64  1921950
65  1272871
66  910190
67  674419
68  512493
69  396954
70  312361
71  249267
72  201638
73  165030
74  135849
75  113147
76  95239
77  80762
78  68958
79  59317
80  51242
81  44432
82  38741
83  34053
84  30070
85  26535
86  23505
87  20983
88  18729
89  16775
90  15057
91  13470
92  12141
93  10988
94  9861
95  8961
96  8135
97  7406
98  6759
99  6218
100  5722
101  5296
102  4872
103  4493
104  4119
105  3803
106  3540
107  3263
108  2994
109  2743
110  2505
111  2299
112  2094
113  1902
114  1718
115  1570
116  1409
117  1277
118  1148
119  1030
120  908
121  813
122  701
123  605
124  511
125  444
126  366
127  279
128  211
129  141
130  66
131  48
132  33
