# version: 0.0.0-211-g3ba4c9d-dirty
# well_width: 1.3
# ff: 0.3
# N: 16
# walls: 0
# cell dimensions: (6.06777, 6.06777, 6.06777)
# seed: 24
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 1
# min_important_energy after initialization: 80

# transitions_input_filename: /home/perlinm/deft/papers/histogram/data/periodic-ww1.30-ff0.30-N16-tmmc-golden-transitions.dat
# iterations: 25600000
# working moves: 193764071
# total moves: 409600000
# acceptance rate: 0.473057

# min_important_energy: 80

# energy   counts
24  9
25  8
26  117
27  643
28  4129
29  18408
30  72035
31  227469
32  608615
33  1395493
34  2759296
35  4687268
36  6918098
37  8904622
38  10092844
39  10108018
40  10130414
41  10146126
42  10155385
43  10143354
44  10128083
45  10105562
46  10106779
47  10086683
48  10089509
49  10103334
50  10101025
51  10077836
52  10088852
53  10100333
54  10069763
55  10048908
56  10063274
57  10028164
58  10064508
59  10063089
60  10047740
61  10000864
62  9990905
63  9953576
64  9880096
65  9821020
66  9758705
67  9687454
68  9620281
69  9524072
70  9265921
71  8860447
72  8060680
73  7211210
74  6964808
75  6659606
76  6788668
77  5821890
78  3030204
79  908424
80  45376
